x_m,pressure_Pa,radius_m,velocity_m_s,flow_m3_s
0.000000000000000000e+00,5.000000000000000000e+03,2.049999999999999739e-03,5.003049640897923034e-01,6.605297864903131914e-06
6.329113924050632813e-03,4.939684613610536871e+03,2.049396846136105396e-03,5.005994949202685618e-01,6.605297864903131914e-06
1.265822784810126563e-02,4.879298350060883422e+03,2.048792983500608879e-03,5.008946324786615056e-01,6.605297864903131914e-06
1.898734177215189931e-02,4.818841008754677205e+03,2.048188410087546651e-03,5.011903789730476344e-01,6.605297864903131914e-06
2.531645569620253125e-02,4.758312388554470090e+03,2.047583123885545007e-03,5.014867366213409117e-01,6.605297864903131914e-06
3.164556962025316666e-02,4.697712287780190309e+03,2.046977122877801855e-03,5.017837076513465000e-01,6.605297864903131914e-06
3.797468354430379861e-02,4.637040504207600861e+03,2.046370405042075881e-03,5.020812943008114981e-01,6.605297864903131914e-06
4.430379746835443056e-02,4.576296835066751555e+03,2.045762968350667461e-03,5.023794988174796750e-01,6.605297864903131914e-06
5.063291139240506250e-02,4.515481077040432865e+03,2.045154810770404355e-03,5.026783234591439831e-01,6.605297864903131914e-06
5.696202531645569445e-02,4.454593026262611602e+03,2.044545930262626522e-03,5.029777704937007377e-01,6.605297864903131914e-06
6.329113924050633333e-02,4.393632478316876586e+03,2.043936324783168779e-03,5.032778421992036844e-01,6.605297864903131914e-06
6.962025316455695834e-02,4.332599228234868860e+03,2.043325992282348652e-03,5.035785408639178451e-01,6.605297864903131914e-06
7.594936708860759722e-02,4.271493070494711901e+03,2.042714930704946866e-03,5.038798687863750292e-01,6.605297864903131914e-06
8.227848101265822223e-02,4.210313799019439102e+03,2.042103137990194332e-03,5.041818282754282343e-01,6.605297864903131914e-06
8.860759493670886111e-02,4.149061207175408526e+03,2.041490612071754362e-03,5.044844216503080458e-01,6.605297864903131914e-06
9.493670886075948612e-02,4.087735087770724022e+03,2.040877350877707500e-03,5.047876512406777039e-01,6.605297864903131914e-06
1.012658227848101250e-01,4.026335233053637239e+03,2.040263352330536333e-03,5.050915193866896136e-01,6.605297864903131914e-06
1.075949367088607639e-01,3.964861434710961021e+03,2.039648614347109885e-03,5.053960284390410784e-01,6.605297864903131914e-06
1.139240506329113889e-01,3.903313483866465049e+03,2.039033134838664531e-03,5.057011807590333641e-01,6.605297864903131914e-06
1.202531645569620278e-01,3.841691171079270134e+03,2.038416911710792725e-03,5.060069787186256551e-01,6.605297864903131914e-06
1.265822784810126667e-01,3.779994286342242958e+03,2.037799942863422614e-03,5.063134247004961175e-01,6.605297864903131914e-06
1.329113924050632778e-01,3.718222619080377171e+03,2.037182226190804163e-03,5.066205210980972984e-01,6.605297864903131914e-06
1.392405063291139167e-01,3.656375958149177222e+03,2.036563759581491804e-03,5.069282703157164116e-01,6.605297864903131914e-06
1.455696202531645556e-01,3.594454091833030816e+03,2.035944540918330561e-03,5.072366747685322919e-01,6.605297864903131914e-06
1.518987341772151944e-01,3.532456807843581373e+03,2.035324568078436102e-03,5.075457368826760129e-01,6.605297864903131914e-06
1.582278481012658333e-01,3.470383893318093669e+03,2.034703838933181290e-03,5.078554590952893966e-01,6.605297864903131914e-06
1.645569620253164445e-01,3.408235134817814014e+03,2.034082351348178407e-03,5.081658438545858525e-01,6.605297864903131914e-06
1.708860759493670833e-01,3.346010318326323613e+03,2.033460103183263104e-03,5.084768936199097755e-01,6.605297864903131914e-06
1.772151898734177222e-01,3.283709229247891926e+03,2.032837092292478793e-03,5.087886108617970526e-01,6.605297864903131914e-06
1.835443037974683611e-01,3.221331652405820023e+03,2.032213316524057994e-03,5.091009980620376796e-01,6.605297864903131914e-06
1.898734177215189722e-01,3.158877372040779846e+03,2.031588773720408025e-03,5.094140577137351578e-01,6.605297864903131914e-06
1.962025316455696111e-01,3.096346171809153475e+03,2.030963461718091490e-03,5.097277923213705542e-01,6.605297864903131914e-06
2.025316455696202500e-01,3.033737834781357833e+03,2.030337378347813262e-03,5.100422044008624534e-01,6.605297864903131914e-06
2.088607594936708889e-01,2.971052143440171676e+03,2.029710521434401407e-03,5.103572964796307954e-01,6.605297864903131914e-06
2.151898734177215278e-01,2.908288879679055754e+03,2.029082888796790701e-03,5.106730710966603803e-01,6.605297864903131914e-06
2.215189873417721389e-01,2.845447824800466151e+03,2.028454478248004848e-03,5.109895308025639293e-01,6.605297864903131914e-06
2.278481012658227778e-01,2.782528759514164904e+03,2.027825287595141305e-03,5.113066781596457000e-01,6.605297864903131914e-06
2.341772151898734167e-01,2.719531463935520605e+03,2.027195314639355234e-03,5.116245157419648804e-01,6.605297864903131914e-06
2.405063291139240556e-01,2.656455717583811747e+03,2.026564557175837816e-03,5.119430461354035344e-01,6.605297864903131914e-06
2.468354430379746667e-01,2.593301299380515957e+03,2.025933012993805411e-03,5.122622719377275535e-01,6.605297864903131914e-06
2.531645569620253333e-01,2.530067987647599239e+03,2.025300679876476141e-03,5.125821957586558231e-01,6.605297864903131914e-06
2.594936708860759444e-01,2.466755560105803852e+03,2.024667555601058176e-03,5.129028202199238384e-01,6.605297864903131914e-06
2.658227848101265556e-01,2.403363793872915267e+03,2.024033637938729355e-03,5.132241479553515395e-01,6.605297864903131914e-06
2.721518987341772222e-01,2.339892465462045948e+03,2.023398924654620703e-03,5.135461816109091471e-01,6.605297864903131914e-06
2.784810126582278333e-01,2.276341350779894128e+03,2.022763413507799087e-03,5.138689238447855523e-01,6.605297864903131914e-06
2.848101265822785000e-01,2.212710225125008492e+03,2.022127102251249867e-03,5.141923773274551523e-01,6.605297864903131914e-06
2.911392405063291111e-01,2.148998863186044218e+03,2.021489988631860416e-03,5.145165447417461291e-01,6.605297864903131914e-06
2.974683544303797222e-01,2.085207039040014479e+03,2.020852070390400171e-03,5.148414287829100600e-01,6.605297864903131914e-06
3.037974683544303889e-01,2.021334526150531246e+03,2.020213345261505453e-03,5.151670321586898638e-01,6.605297864903131914e-06
3.101265822784810000e-01,1.957381097366053837e+03,2.019573810973660389e-03,5.154933575893905218e-01,6.605297864903131914e-06
3.164556962025316666e-01,1.893346524918114483e+03,2.018933465249181294e-03,5.158204078079469124e-01,6.605297864903131914e-06
3.227848101265822778e-01,1.829230580419551416e+03,2.018292305804195424e-03,5.161481855599978630e-01,6.605297864903131914e-06
3.291139240506328889e-01,1.765033034862733075e+03,2.017650330348627532e-03,5.164766936039530965e-01,6.605297864903131914e-06
3.354430379746835555e-01,1.700753658617773226e+03,2.017007536586177749e-03,5.168059347110680601e-01,6.605297864903131914e-06
3.417721518987341667e-01,1.636392221430745622e+03,2.016363922214307273e-03,5.171359116655137589e-01,6.605297864903131914e-06
3.481012658227847778e-01,1.571948492421891615e+03,2.015719484924218853e-03,5.174666272644492526e-01,6.605297864903131914e-06
3.544303797468354444e-01,1.507422240083816860e+03,2.015074222400838142e-03,5.177980843180959303e-01,6.605297864903131914e-06
3.607594936708860556e-01,1.442813232279693921e+03,2.014428132322796782e-03,5.181302856498094522e-01,6.605297864903131914e-06
3.670886075949367222e-01,1.378121236241445558e+03,2.013781212362414624e-03,5.184632340961534691e-01,6.605297864903131914e-06
3.734177215189873333e-01,1.313346018567934834e+03,2.013133460185679343e-03,5.187969325069757831e-01,6.605297864903131914e-06
3.797468354430379445e-01,1.248487345223140665e+03,2.012484873452231697e-03,5.191313837454806235e-01,6.605297864903131914e-06
3.860759493670886111e-01,1.183544981534329963e+03,2.011835449815343405e-03,5.194665906883061401e-01,6.605297864903131914e-06
3.924050632911392222e-01,1.118518692190230240e+03,2.011185186921902405e-03,5.198025562255987886e-01,6.605297864903131914e-06
3.987341772151898889e-01,1.053408241239185600e+03,2.010534082412392034e-03,5.201392832610901573e-01,6.605297864903131914e-06
4.050632911392405000e-01,9.882133920873177431e+02,2.009882133920873250e-03,5.204767747121742394e-01,6.605297864903131914e-06
4.113924050632911111e-01,9.229339074966721910e+02,2.009229339074966852e-03,5.208150335099839268e-01,6.605297864903131914e-06
4.177215189873417778e-01,8.575695495833648465e+02,2.008575695495833958e-03,5.211540625994696141e-01,6.605297864903131914e-06
4.240506329113923889e-01,7.921200798157220788e+02,2.007921200798157366e-03,5.214938649394775805e-01,6.605297864903131914e-06
4.303797468354430555e-01,7.265852590124106882e+02,2.007265852590124199e-03,5.218344435028279271e-01,6.605297864903131914e-06
4.367088607594936667e-01,6.609648473405686673e+02,2.006609648473405959e-03,5.221758012763954016e-01,6.605297864903131914e-06
4.430379746835442778e-01,5.952586043139231151e+02,2.005952586043139012e-03,5.225179412611887786e-01,6.605297864903131914e-06
4.493670886075949444e-01,5.294662887909073561e+02,2.005294662887908974e-03,5.228608664724309074e-01,6.605297864903131914e-06
4.556962025316455556e-01,4.635876589727726582e+02,2.004635876589727726e-03,5.232045799396405350e-01,6.605297864903131914e-06
4.620253164556962222e-01,3.976224724016869914e+02,2.003976224724016934e-03,5.235490847067139075e-01,6.605297864903131914e-06
4.683544303797468333e-01,3.315704859588390150e+02,2.003315704859588101e-03,5.238943838320067048e-01,6.605297864903131914e-06
4.746835443037974445e-01,2.654314558625242739e+02,2.002654314558625220e-03,5.242404803884163078e-01,6.605297864903131914e-06
4.810126582278481111e-01,1.992051376662338953e+02,2.001992051376662654e-03,5.245873774634660647e-01,6.605297864903131914e-06
4.873417721518987222e-01,1.328912862567358957e+02,2.001328912862567356e-03,5.249350781593890014e-01,6.605297864903131914e-06
4.936708860759493334e-01,6.648965585214691032e+01,2.000664896558521522e-03,5.252835855932110887e-01,6.605297864903131914e-06
5.000000000000000000e-01,0.000000000000000000e+00,2.000000000000000042e-03,5.256329028968379502e-01,6.605297864903131914e-06
