x_m,y_m,velocity_m_s,fluid_mask
1.562500000000000033e-04,1.562500000000000033e-04,5.867759518464455131e-05,1.000000000000000000e+00
4.687499999999999827e-04,1.562500000000000033e-04,1.272046605539336919e-04,1.000000000000000000e+00
7.812500000000000434e-04,1.562500000000000033e-04,1.735929088206608997e-04,1.000000000000000000e+00
1.093750000000000104e-03,1.562500000000000033e-04,2.069433215745787201e-04,1.000000000000000000e+00
1.406249999999999948e-03,1.562500000000000033e-04,2.312507694454704024e-04,1.000000000000000000e+00
1.718750000000000009e-03,1.562500000000000033e-04,2.487167252150683451e-04,1.000000000000000000e+00
2.031250000000000069e-03,1.562500000000000033e-04,2.607896439829648135e-04,1.000000000000000000e+00
2.343749999999999913e-03,1.562500000000000033e-04,2.685587897457916164e-04,1.000000000000000000e+00
2.656250000000000191e-03,1.562500000000000033e-04,2.729288818281119691e-04,1.000000000000000000e+00
2.968750000000000035e-03,1.562500000000000033e-04,2.747035796939943067e-04,1.000000000000000000e+00
3.281249999999999879e-03,1.562500000000000033e-04,2.746219492090129976e-04,1.000000000000000000e+00
3.593750000000000156e-03,1.562500000000000033e-04,2.733661333595881681e-04,1.000000000000000000e+00
3.906250000000000000e-03,1.562500000000000033e-04,2.715505303613181365e-04,1.000000000000000000e+00
4.218750000000000278e-03,1.562500000000000033e-04,2.697008717142927595e-04,1.000000000000000000e+00
4.531249999999999688e-03,1.562500000000000033e-04,2.682310475990103593e-04,1.000000000000000000e+00
4.843749999999999965e-03,1.562500000000000033e-04,2.674245197991210565e-04,1.000000000000000000e+00
5.156250000000000243e-03,1.562500000000000033e-04,2.674245197991211107e-04,1.000000000000000000e+00
5.468750000000000520e-03,1.562500000000000033e-04,2.682310475990103593e-04,1.000000000000000000e+00
5.781249999999999931e-03,1.562500000000000033e-04,2.697008717142927595e-04,1.000000000000000000e+00
6.093750000000000208e-03,1.562500000000000033e-04,2.715505303613180823e-04,1.000000000000000000e+00
6.406250000000000486e-03,1.562500000000000033e-04,2.733661333595880055e-04,1.000000000000000000e+00
6.718749999999999896e-03,1.562500000000000033e-04,2.746219492090129434e-04,1.000000000000000000e+00
7.031250000000000173e-03,1.562500000000000033e-04,2.747035796939941441e-04,1.000000000000000000e+00
7.343750000000000451e-03,1.562500000000000033e-04,2.729288818281118065e-04,1.000000000000000000e+00
7.656249999999999861e-03,1.562500000000000033e-04,2.685587897457913996e-04,1.000000000000000000e+00
7.968750000000000139e-03,1.562500000000000033e-04,2.607896439829647051e-04,1.000000000000000000e+00
8.281250000000000416e-03,1.562500000000000033e-04,2.487167252150684535e-04,1.000000000000000000e+00
8.593750000000000694e-03,1.562500000000000033e-04,2.312507694454704838e-04,1.000000000000000000e+00
8.906250000000000971e-03,1.562500000000000033e-04,2.069433215745787743e-04,1.000000000000000000e+00
9.218749999999999514e-03,1.562500000000000033e-04,1.735929088206608997e-04,1.000000000000000000e+00
9.531249999999999792e-03,1.562500000000000033e-04,1.272046605539336919e-04,1.000000000000000000e+00
9.843750000000000069e-03,1.562500000000000033e-04,5.867759518464456486e-05,1.000000000000000000e+00
1.562500000000000033e-04,4.687499999999999827e-04,1.272046605539336648e-04,1.000000000000000000e+00
4.687499999999999827e-04,4.687499999999999827e-04,3.060965487643629488e-04,1.000000000000000000e+00
7.812500000000000434e-04,4.687499999999999827e-04,4.361603119747921352e-04,1.000000000000000000e+00
1.093750000000000104e-03,4.687499999999999827e-04,5.322166796067623199e-04,1.000000000000000000e+00
1.406249999999999948e-03,4.687499999999999827e-04,6.029375504377052939e-04,1.000000000000000000e+00
1.718750000000000009e-03,4.687499999999999827e-04,6.538869626469068566e-04,1.000000000000000000e+00
2.031250000000000069e-03,4.687499999999999827e-04,6.890164549539639109e-04,1.000000000000000000e+00
2.343749999999999913e-03,4.687499999999999827e-04,7.114191729178814295e-04,1.000000000000000000e+00
2.656250000000000191e-03,4.687499999999999827e-04,7.237257897007741067e-04,1.000000000000000000e+00
2.968750000000000035e-03,4.687499999999999827e-04,7.283108174328466970e-04,1.000000000000000000e+00
3.281249999999999879e-03,4.687499999999999827e-04,7.273837829914828060e-04,1.000000000000000000e+00
3.593750000000000156e-03,4.687499999999999827e-04,7.230019372276096741e-04,1.000000000000000000e+00
3.906250000000000000e-03,4.687499999999999827e-04,7.170293967327099390e-04,1.000000000000000000e+00
4.218750000000000278e-03,4.687499999999999827e-04,7.110665306111355402e-04,1.000000000000000000e+00
4.531249999999999688e-03,4.687499999999999827e-04,7.063735964816380023e-04,1.000000000000000000e+00
4.843749999999999965e-03,4.687499999999999827e-04,7.038107815974740510e-04,1.000000000000000000e+00
5.156250000000000243e-03,4.687499999999999827e-04,7.038107815974740510e-04,1.000000000000000000e+00
5.468750000000000520e-03,4.687499999999999827e-04,7.063735964816380023e-04,1.000000000000000000e+00
5.781249999999999931e-03,4.687499999999999827e-04,7.110665306111355402e-04,1.000000000000000000e+00
6.093750000000000208e-03,4.687499999999999827e-04,7.170293967327099390e-04,1.000000000000000000e+00
6.406250000000000486e-03,4.687499999999999827e-04,7.230019372276094572e-04,1.000000000000000000e+00
6.718749999999999896e-03,4.687499999999999827e-04,7.273837829914825892e-04,1.000000000000000000e+00
7.031250000000000173e-03,4.687499999999999827e-04,7.283108174328461549e-04,1.000000000000000000e+00
7.343750000000000451e-03,4.687499999999999827e-04,7.237257897007737814e-04,1.000000000000000000e+00
7.656249999999999861e-03,4.687499999999999827e-04,7.114191729178809959e-04,1.000000000000000000e+00
7.968750000000000139e-03,4.687499999999999827e-04,6.890164549539632604e-04,1.000000000000000000e+00
8.281250000000000416e-03,4.687499999999999827e-04,6.538869626469067482e-04,1.000000000000000000e+00
8.593750000000000694e-03,4.687499999999999827e-04,6.029375504377054024e-04,1.000000000000000000e+00
8.906250000000000971e-03,4.687499999999999827e-04,5.322166796067624283e-04,1.000000000000000000e+00
9.218749999999999514e-03,4.687499999999999827e-04,4.361603119747922436e-04,1.000000000000000000e+00
9.531249999999999792e-03,4.687499999999999827e-04,3.060965487643630030e-04,1.000000000000000000e+00
9.843750000000000069e-03,4.687499999999999827e-04,1.272046605539336919e-04,1.000000000000000000e+00
1.562500000000000033e-04,7.812500000000000434e-04,1.735929088206608997e-04,1.000000000000000000e+00
4.687499999999999827e-04,7.812500000000000434e-04,4.361603119747921352e-04,1.000000000000000000e+00
7.812500000000000434e-04,7.812500000000000434e-04,6.350788607073826111e-04,1.000000000000000000e+00
1.093750000000000104e-03,7.812500000000000434e-04,7.851692844399731520e-04,1.000000000000000000e+00
1.406249999999999948e-03,7.812500000000000434e-04,8.967395400516814559e-04,1.000000000000000000e+00
1.718750000000000009e-03,7.812500000000000434e-04,9.772208699808898440e-04,1.000000000000000000e+00
2.031250000000000069e-03,7.812500000000000434e-04,1.032313790268102023e-03,1.000000000000000000e+00
2.343749999999999913e-03,7.812500000000000434e-04,1.066719407270996702e-03,1.000000000000000000e+00
2.656250000000000191e-03,7.812500000000000434e-04,1.084588036624256190e-03,1.000000000000000000e+00
2.968750000000000035e-03,7.812500000000000434e-04,1.089773867345135644e-03,1.000000000000000000e+00
3.281249999999999879e-03,7.812500000000000434e-04,1.085944178096461769e-03,1.000000000000000000e+00
3.593750000000000156e-03,7.812500000000000434e-04,1.076572185826657263e-03,1.000000000000000000e+00
3.906250000000000000e-03,7.812500000000000434e-04,1.064842338730776806e-03,1.000000000000000000e+00
4.218750000000000278e-03,7.812500000000000434e-04,1.053506007515901156e-03,1.000000000000000000e+00
4.531249999999999688e-03,7.812500000000000434e-04,1.044729776118932677e-03,1.000000000000000000e+00
4.843749999999999965e-03,7.812500000000000434e-04,1.039977978511662845e-03,1.000000000000000000e+00
5.156250000000000243e-03,7.812500000000000434e-04,1.039977978511662845e-03,1.000000000000000000e+00
5.468750000000000520e-03,7.812500000000000434e-04,1.044729776118932677e-03,1.000000000000000000e+00
5.781249999999999931e-03,7.812500000000000434e-04,1.053506007515901156e-03,1.000000000000000000e+00
6.093750000000000208e-03,7.812500000000000434e-04,1.064842338730777023e-03,1.000000000000000000e+00
6.406250000000000486e-03,7.812500000000000434e-04,1.076572185826657046e-03,1.000000000000000000e+00
6.718749999999999896e-03,7.812500000000000434e-04,1.085944178096461335e-03,1.000000000000000000e+00
7.031250000000000173e-03,7.812500000000000434e-04,1.089773867345134994e-03,1.000000000000000000e+00
7.343750000000000451e-03,7.812500000000000434e-04,1.084588036624255540e-03,1.000000000000000000e+00
7.656249999999999861e-03,7.812500000000000434e-04,1.066719407270995618e-03,1.000000000000000000e+00
7.968750000000000139e-03,7.812500000000000434e-04,1.032313790268101373e-03,1.000000000000000000e+00
8.281250000000000416e-03,7.812500000000000434e-04,9.772208699808898440e-04,1.000000000000000000e+00
8.593750000000000694e-03,7.812500000000000434e-04,8.967395400516816727e-04,1.000000000000000000e+00
8.906250000000000971e-03,7.812500000000000434e-04,7.851692844399731520e-04,1.000000000000000000e+00
9.218749999999999514e-03,7.812500000000000434e-04,6.350788607073826111e-04,1.000000000000000000e+00
9.531249999999999792e-03,7.812500000000000434e-04,4.361603119747922436e-04,1.000000000000000000e+00
9.843750000000000069e-03,7.812500000000000434e-04,1.735929088206609268e-04,1.000000000000000000e+00
1.562500000000000033e-04,1.093750000000000104e-03,2.069433215745787201e-04,1.000000000000000000e+00
4.687499999999999827e-04,1.093750000000000104e-03,5.322166796067622115e-04,1.000000000000000000e+00
7.812500000000000434e-04,1.093750000000000104e-03,7.851692844399727183e-04,1.000000000000000000e+00
1.093750000000000104e-03,1.093750000000000104e-03,9.789858073940653754e-04,1.000000000000000000e+00
1.406249999999999948e-03,1.093750000000000104e-03,1.123974205348157772e-03,1.000000000000000000e+00
1.718750000000000009e-03,1.093750000000000104e-03,1.228286936956869604e-03,1.000000000000000000e+00
2.031250000000000069e-03,1.093750000000000104e-03,1.298642178866557875e-03,1.000000000000000000e+00
2.343749999999999913e-03,1.093750000000000104e-03,1.340900379273747079e-03,1.000000000000000000e+00
2.656250000000000191e-03,1.093750000000000104e-03,1.360476832180118221e-03,1.000000000000000000e+00
2.968750000000000035e-03,1.093750000000000104e-03,1.362596187226977618e-03,1.000000000000000000e+00
3.281249999999999879e-03,1.093750000000000104e-03,1.352390626222571383e-03,1.000000000000000000e+00
3.593750000000000156e-03,1.093750000000000104e-03,1.334844039251781040e-03,1.000000000000000000e+00
3.906250000000000000e-03,1.093750000000000104e-03,1.314605514847838564e-03,1.000000000000000000e+00
4.218750000000000278e-03,1.093750000000000104e-03,1.295729134602759949e-03,1.000000000000000000e+00
4.531249999999999688e-03,1.093750000000000104e-03,1.281405271966528508e-03,1.000000000000000000e+00
4.843749999999999965e-03,1.093750000000000104e-03,1.273737127818582154e-03,1.000000000000000000e+00
5.156250000000000243e-03,1.093750000000000104e-03,1.273737127818581937e-03,1.000000000000000000e+00
5.468750000000000520e-03,1.093750000000000104e-03,1.281405271966528508e-03,1.000000000000000000e+00
5.781249999999999931e-03,1.093750000000000104e-03,1.295729134602759732e-03,1.000000000000000000e+00
6.093750000000000208e-03,1.093750000000000104e-03,1.314605514847838564e-03,1.000000000000000000e+00
6.406250000000000486e-03,1.093750000000000104e-03,1.334844039251781257e-03,1.000000000000000000e+00
6.718749999999999896e-03,1.093750000000000104e-03,1.352390626222571167e-03,1.000000000000000000e+00
7.031250000000000173e-03,1.093750000000000104e-03,1.362596187226976967e-03,1.000000000000000000e+00
7.343750000000000451e-03,1.093750000000000104e-03,1.360476832180116920e-03,1.000000000000000000e+00
7.656249999999999861e-03,1.093750000000000104e-03,1.340900379273745561e-03,1.000000000000000000e+00
7.968750000000000139e-03,1.093750000000000104e-03,1.298642178866557225e-03,1.000000000000000000e+00
8.281250000000000416e-03,1.093750000000000104e-03,1.228286936956869387e-03,1.000000000000000000e+00
8.593750000000000694e-03,1.093750000000000104e-03,1.123974205348158206e-03,1.000000000000000000e+00
8.906250000000000971e-03,1.093750000000000104e-03,9.789858073940655922e-04,1.000000000000000000e+00
9.218749999999999514e-03,1.093750000000000104e-03,7.851692844399731520e-04,1.000000000000000000e+00
9.531249999999999792e-03,1.093750000000000104e-03,5.322166796067624283e-04,1.000000000000000000e+00
9.843750000000000069e-03,1.093750000000000104e-03,2.069433215745787472e-04,1.000000000000000000e+00
1.562500000000000033e-04,1.406249999999999948e-03,2.312507694454705651e-04,1.000000000000000000e+00
4.687499999999999827e-04,1.406249999999999948e-03,6.029375504377052939e-04,1.000000000000000000e+00
7.812500000000000434e-04,1.406249999999999948e-03,8.967395400516814559e-04,1.000000000000000000e+00
1.093750000000000104e-03,1.406249999999999948e-03,1.123974205348157989e-03,1.000000000000000000e+00
1.406249999999999948e-03,1.406249999999999948e-03,1.294228286990015001e-03,1.000000000000000000e+00
1.718750000000000009e-03,1.406249999999999948e-03,1.415654243631871969e-03,1.000000000000000000e+00
2.031250000000000069e-03,1.406249999999999948e-03,1.495411358967513359e-03,1.000000000000000000e+00
2.343749999999999913e-03,1.406249999999999948e-03,1.540106848777314345e-03,1.000000000000000000e+00
2.656250000000000191e-03,1.406249999999999948e-03,1.556166475595490827e-03,1.000000000000000000e+00
2.968750000000000035e-03,1.406249999999999948e-03,1.550087173160084267e-03,1.000000000000000000e+00
3.281249999999999879e-03,1.406249999999999948e-03,1.528521850315064804e-03,1.000000000000000000e+00
3.593750000000000156e-03,1.406249999999999948e-03,1.498151580110057080e-03,1.000000000000000000e+00
3.906250000000000000e-03,1.406249999999999948e-03,1.465350296806035941e-03,1.000000000000000000e+00
4.218750000000000278e-03,1.406249999999999948e-03,1.435743494080770613e-03,1.000000000000000000e+00
4.531249999999999688e-03,1.406249999999999948e-03,1.413768799325838734e-03,1.000000000000000000e+00
4.843749999999999965e-03,1.406249999999999948e-03,1.402171882977555021e-03,1.000000000000000000e+00
5.156250000000000243e-03,1.406249999999999948e-03,1.402171882977555238e-03,1.000000000000000000e+00
5.468750000000000520e-03,1.406249999999999948e-03,1.413768799325839168e-03,1.000000000000000000e+00
5.781249999999999931e-03,1.406249999999999948e-03,1.435743494080770396e-03,1.000000000000000000e+00
6.093750000000000208e-03,1.406249999999999948e-03,1.465350296806035941e-03,1.000000000000000000e+00
6.406250000000000486e-03,1.406249999999999948e-03,1.498151580110057297e-03,1.000000000000000000e+00
6.718749999999999896e-03,1.406249999999999948e-03,1.528521850315065021e-03,1.000000000000000000e+00
7.031250000000000173e-03,1.406249999999999948e-03,1.550087173160084267e-03,1.000000000000000000e+00
7.343750000000000451e-03,1.406249999999999948e-03,1.556166475595489960e-03,1.000000000000000000e+00
