time,steps,change_rate,max_divergence,kinetic_energy,nusselt_hot,nusselt_cold,max_energy_step_defect
0.005707762557077625,1,10.55279666415439,1.2906342661267445e-15,7.031839937718828e-05,,,0.0
0.10772116561127636,20,2.175859966080893,2.3314683517128287e-15,0.006250523584895282,,,0.0
0.21127674325901302,40,1.0902406020292776,1.9984014443252818e-15,0.010266562841228226,,,0.0
0.3140625604076508,60,0.7313037730401901,2.3002433291452462e-15,0.012813185383480717,,,0.0
0.41636554807641585,80,0.5098708496007952,2.3314683517128287e-15,0.014700477854218349,,,0.0
0.5179863798165047,100,0.4025097164302556,1.470178145890344e-15,0.016196905675048657,,,0.0
0.6189768510193714,120,0.3307040041800834,1.6653345369377348e-15,0.017430432004050235,,,0.0
0.7195246634605417,140,0.27327776177069474,1.8318679906315083e-15,0.018474468241176822,,,0.0
0.8197486013124744,160,0.22649423175190936,1.9984014443252818e-15,0.019374262829550588,,,0.0
0.9247211667192498,181,0.1882450333632581,2.0192181260370035e-15,0.020196589888644614,,,0.0
1.0294865088857295,202,0.16370974371340452,2.4147350785597155e-15,0.02091769507668439,,,0.0
1.1340895441485324,223,0.14197742908019528,1.9984014443252818e-15,0.021555776119552544,,,0.0
1.2385629577824395,244,0.12333631307778671,2.6645352591003757e-15,0.022124750149617376,,,0.0
1.3429313230564985,265,0.10781772780435683,1.8943180357666733e-15,0.022635344326881,,,0.0
1.4472134445598135,286,0.09435135337377921,2.4980018054066022e-15,0.02309591001016806,,,0.0
1.5514239939892318,307,0.08412095261343198,1.915134717478395e-15,0.023513249389753094,,,0.0
1.655574646940355,328,0.07556486928136699,2.2690183065776637e-15,0.023892984016573644,,,0.0
1.7596746837482344,349,0.06785603741650251,2.3314683517128287e-15,0.024239708514119097,,,0.0
1.8637315485068495,370,0.061161811957373094,1.915134717478395e-15,0.024557252336811053,,,0.0
1.9677513210943467,391,0.05533939190534949,1.9984014443252818e-15,0.02484885755477108,,,0.0
2.0717390241332763,412,0.050122029058451305,1.9984014443252818e-15,0.02511729922772045,,,0.0
2.1756988267622437,433,0.045458624873011666,1.915134717478395e-15,0.025364965822140293,,,0.0
2.2796241319401984,454,0.04128551754009936,2.5396351688300456e-15,0.025593900993406613,,,0.0
2.3835107533201314,475,0.03789682783093287,2.4980018054066022e-15,0.025805880517978746,,,0.0
2.4873630727575007,496,0.034821535809413134,2.581268532253489e-15,0.026002456942553858,,,0.0
2.5911848482005255,517,0.03205505430313428,1.9984014443252818e-15,0.026184990541160517,,,0.0
2.6949793239932367,538,0.029578907255742193,2.6645352591003757e-15,0.026354688252764803,,,0.0
2.798749321357222,559,0.027303276330192323,2.0816681711721685e-15,0.0265126141443249,,,0.0
2.902497295391887,580,0.025171087698259206,2.248201624865942e-15,0.02665970964499884,,,0.0
3.0062253919942283,601,0.023203562341153665,1.8318679906315083e-15,0.026796811089381065,,,0.0
3.1099354968440407,622,0.021418105334902675,2.0816681711721685e-15,0.026924659991015145,,,0.0
3.2136292760077185,643,0.019774856159892346,2.0816681711721685e-15,0.027043953680304104,,,0.0
3.3173082054661873,664,0.018288228423473357,2.6645352591003757e-15,0.027155314255784,,,0.0
3.4209735987674836,685,0.01696118985123755,2.4980018054066022e-15,0.027259305635243238,,,0.0
3.524626625718822,706,0.01573754500024708,2.4147350785597155e-15,0.02735644852237065,,,0.0
3.628268331230961,727,0.014601068100820106,2.0816681711721685e-15,0.02744722199346901,,,0.0
3.7318996535726403,748,0.013555868870126647,2.4980018054066022e-15,0.027532059668379735,,,0.0
3.83552143796372,769,0.012590795816932319,1.9984014443252818e-15,0.027611366761383607,,,0.0
3.939134447982057,790,0.011698904768955853,2.581268532253489e-15,0.027685512424805953,,,0.0
4.04273937592745,811,0.0108745392021804,2.581268532253489e-15,0.027754837402863615,,,0.0
4.146336851065569,832,0.01011197990481199,1.9984014443252818e-15,0.027819658242906616,,,0.0
4.249927446624222,853,0.009405877531360775,2.0816681711721685e-15,0.02788026950031516,,,0.0
4.3535116857806715,874,0.008751668270090641,2.4980018054066022e-15,0.02793694562693085,,,0.0
4.45709004695948,895,0.008145166602988571,2.4980018054066022e-15,0.02798994237627455,,,0.0
4.56066296846127,916,0.007582200154680765,2.4147350785597155e-15,0.02803949828868628,,,0.0
4.664230852444567,937,0.007063353285426107,1.9567680809018384e-15,0.02808583641280643,,,0.0
4.76779406839546,958,0.006584750949503822,2.4980018054066022e-15,0.028129165025724736,,,0.0
4.871352956160603,979,0.006139682579926642,2.7926879558881623e-15,0.02816967880168762,,,0.0
4.974907828664278,1000,0.005725545476814688,2.435551760271437e-15,0.028207559753191207,,,0.0
5.0,1006,0.005612574658576247,2.3314683517128287e-15,0.02821636169753686,,,0.0
