x_m,y_m,pressure_Pa,permeability_m2,velocity_x_m_s,velocity_y_m_s
1.750000000000000167e-02,1.874999999999999931e-03,8.718989255979398934e+01,1.000000000000000036e-10,7.644667619151901687e-05,-1.318651704264652592e-06
1.916666666666666866e-02,1.874999999999999931e-03,8.590614262946718327e+01,1.000000000000000036e-10,7.773054647924651484e-05,-1.607608198596608035e-06
2.083333333333333565e-02,1.874999999999999931e-03,8.459887434381910509e+01,1.000000000000000036e-10,7.929275777932245808e-05,-1.950241397147464741e-06
2.250000000000000264e-02,1.874999999999999931e-03,8.326305070348976756e+01,1.000000000000000036e-10,8.118435918444473379e-05,-2.353705458680223902e-06
2.416666666666666963e-02,1.874999999999999931e-03,8.189272903767094647e+01,1.000000000000000036e-10,8.346270122135335734e-05,-2.824407008826028247e-06
2.583333333333333662e-02,1.874999999999999931e-03,8.048096066277798855e+01,1.000000000000000036e-10,8.619044884352288199e-05,-3.367034913407564331e-06
2.750000000000000014e-02,1.874999999999999931e-03,7.901971407622018262e+01,1.000000000000000036e-10,8.943358194340176107e-05,-3.983238755962473706e-06
2.916666666666666713e-02,1.874999999999999931e-03,7.749984126466459600e+01,1.000000000000000036e-10,9.325806357877324849e-05,-4.669959744355764691e-06
3.083333333333333412e-02,1.874999999999999931e-03,7.591111195692774061e+01,1.000000000000000036e-10,9.772489807485410874e-05,-5.417454289896567330e-06
3.250000000000000111e-02,1.874999999999999931e-03,7.424234466216945805e+01,1.000000000000000036e-10,1.028833725526801635e-04,-6.206983140079954265e-06
3.416666666666667157e-02,1.874999999999999931e-03,7.248166620517173442e+01,1.000000000000000036e-10,1.087621915305622434e-04,-7.007774705220980829e-06
3.583333333333333509e-02,1.874999999999999931e-03,7.061693827781738264e+01,1.000000000000000036e-10,1.153575078054526899e-04,-7.772045077663845361e-06
3.750000000000000555e-02,1.874999999999999931e-03,6.863641594498997733e+01,1.000000000000000036e-10,1.226149216714936578e-04,-8.426006933421488612e-06
3.916666666666666907e-02,1.874999999999999931e-03,6.652977422210092584e+01,1.000000000000000036e-10,1.303997993013438720e-04,-8.856183379785987248e-06
4.083333333333333259e-02,1.874999999999999931e-03,6.428975596827851291e+01,1.000000000000000036e-10,1.384510909577868411e-04,-8.898741303374889619e-06
4.250000000000000305e-02,1.874999999999999931e-03,6.191473785684136288e+01,1.000000000000000036e-10,1.463290255583947030e-04,-8.358233359990377461e-06
4.416666666666666657e-02,1.874999999999999931e-03,5.941212178299868896e+01,1.000000000000000036e-10,1.534084022226461460e-04,-7.099218288960570933e-06
4.583333333333333703e-02,1.874999999999999931e-03,5.680112444941982375e+01,1.000000000000000036e-10,1.590205635216661306e-04,-5.219624659494569570e-06
4.750000000000000056e-02,1.874999999999999931e-03,5.411143633227648309e+01,1.000000000000000036e-10,1.627684485692398148e-04,-3.114333969416519836e-06
4.916666666666667102e-02,1.874999999999999931e-03,5.137550949711182824e+01,1.000000000000000036e-10,1.646083748819732900e-04,-1.026364738503673129e-06
5.083333333333333454e-02,1.874999999999999931e-03,4.862449050287737151e+01,1.000000000000000036e-10,1.646083748819732900e-04,1.026364738505662809e-06
5.250000000000000500e-02,1.874999999999999931e-03,4.588856366771271666e+01,1.000000000000000036e-10,1.627684485692400317e-04,3.114333969418224913e-06
5.416666666666666852e-02,1.874999999999999931e-03,4.319887555056936890e+01,1.000000000000000036e-10,1.590205635216644230e-04,5.219624659495138776e-06
5.583333333333333898e-02,1.874999999999999931e-03,4.058787821699056764e+01,1.000000000000000036e-10,1.534084022226422971e-04,7.099218288961423048e-06
5.750000000000000250e-02,1.874999999999999931e-03,3.808526214314795766e+01,1.000000000000000036e-10,1.463290255583899867e-04,8.358233359990944973e-06
5.916666666666667296e-02,1.874999999999999931e-03,3.571024403171090000e+01,1.000000000000000036e-10,1.384510909577811220e-04,8.898741303375457131e-06
6.083333333333333648e-02,1.874999999999999931e-03,3.347022577788858655e+01,1.000000000000000036e-10,1.303997993013379631e-04,8.856183379786554760e-06
6.250000000000000000e-02,1.874999999999999931e-03,3.136358405499963453e+01,1.000000000000000036e-10,1.226149216714864207e-04,8.426006933421773215e-06
