x_m,y_m,velocity_m_s,fluid_mask
3.125000000000000065e-04,3.125000000000000065e-04,1.916149468492840354e-04,1.000000000000000000e+00
9.374999999999999653e-04,3.125000000000000065e-04,3.795323405478520954e-04,1.000000000000000000e+00
1.562500000000000087e-03,3.125000000000000065e-04,4.792134049405631039e-04,1.000000000000000000e+00
2.187500000000000208e-03,3.125000000000000065e-04,5.283378228039887136e-04,1.000000000000000000e+00
2.812499999999999896e-03,3.125000000000000065e-04,5.456870210308957699e-04,1.000000000000000000e+00
3.437500000000000017e-03,3.125000000000000065e-04,5.446218558914174340e-04,1.000000000000000000e+00
4.062500000000000139e-03,3.125000000000000065e-04,5.365772423850858480e-04,1.000000000000000000e+00
4.687499999999999827e-03,3.125000000000000065e-04,5.305037784444835555e-04,1.000000000000000000e+00
5.312500000000000382e-03,3.125000000000000065e-04,5.305037784444836639e-04,1.000000000000000000e+00
5.937500000000000069e-03,3.125000000000000065e-04,5.365772423850860649e-04,1.000000000000000000e+00
6.562499999999999757e-03,3.125000000000000065e-04,5.446218558914175424e-04,1.000000000000000000e+00
7.187500000000000312e-03,3.125000000000000065e-04,5.456870210308958783e-04,1.000000000000000000e+00
7.812500000000000000e-03,3.125000000000000065e-04,5.283378228039888221e-04,1.000000000000000000e+00
8.437500000000000555e-03,3.125000000000000065e-04,4.792134049405631581e-04,1.000000000000000000e+00
9.062499999999999375e-03,3.125000000000000065e-04,3.795323405478521497e-04,1.000000000000000000e+00
9.687499999999999931e-03,3.125000000000000065e-04,1.916149468492840354e-04,1.000000000000000000e+00
3.125000000000000065e-04,9.374999999999999653e-04,3.795323405478520954e-04,1.000000000000000000e+00
9.374999999999999653e-04,9.374999999999999653e-04,8.362083509494133704e-04,1.000000000000000000e+00
1.562500000000000087e-03,9.374999999999999653e-04,1.097571861350974797e-03,1.000000000000000000e+00
2.187500000000000208e-03,9.374999999999999653e-04,1.226163688048484673e-03,1.000000000000000000e+00
2.812499999999999896e-03,9.374999999999999653e-04,1.264850426459073005e-03,1.000000000000000000e+00
3.437500000000000017e-03,9.374999999999999653e-04,1.250220016041105314e-03,1.000000000000000000e+00
4.062500000000000139e-03,9.374999999999999653e-04,1.217135577589528554e-03,1.000000000000000000e+00
4.687499999999999827e-03,9.374999999999999653e-04,1.194812871392848461e-03,1.000000000000000000e+00
5.312500000000000382e-03,9.374999999999999653e-04,1.194812871392848461e-03,1.000000000000000000e+00
5.937500000000000069e-03,9.374999999999999653e-04,1.217135577589528554e-03,1.000000000000000000e+00
6.562499999999999757e-03,9.374999999999999653e-04,1.250220016041104880e-03,1.000000000000000000e+00
7.187500000000000312e-03,9.374999999999999653e-04,1.264850426459073439e-03,1.000000000000000000e+00
7.812500000000000000e-03,9.374999999999999653e-04,1.226163688048485106e-03,1.000000000000000000e+00
8.437500000000000555e-03,9.374999999999999653e-04,1.097571861350975014e-03,1.000000000000000000e+00
9.062499999999999375e-03,9.374999999999999653e-04,8.362083509494135872e-04,1.000000000000000000e+00
9.687499999999999931e-03,9.374999999999999653e-04,3.795323405478520954e-04,1.000000000000000000e+00
3.125000000000000065e-04,1.562500000000000087e-03,4.792134049405630497e-04,1.000000000000000000e+00
9.374999999999999653e-04,1.562500000000000087e-03,1.097571861350974797e-03,1.000000000000000000e+00
1.562500000000000087e-03,1.562500000000000087e-03,1.458077001465438345e-03,1.000000000000000000e+00
2.187500000000000208e-03,1.562500000000000087e-03,1.623269641579902153e-03,1.000000000000000000e+00
2.812499999999999896e-03,1.562500000000000087e-03,1.646705980715807219e-03,1.000000000000000000e+00
3.437500000000000017e-03,1.562500000000000087e-03,1.583647204224400938e-03,1.000000000000000000e+00
4.062500000000000139e-03,1.562500000000000087e-03,1.496307180539074681e-03,1.000000000000000000e+00
4.687499999999999827e-03,1.562500000000000087e-03,1.446174258144533467e-03,1.000000000000000000e+00
5.312500000000000382e-03,1.562500000000000087e-03,1.446174258144533467e-03,1.000000000000000000e+00
5.937500000000000069e-03,1.562500000000000087e-03,1.496307180539074681e-03,1.000000000000000000e+00
6.562499999999999757e-03,1.562500000000000087e-03,1.583647204224400504e-03,1.000000000000000000e+00
7.187500000000000312e-03,1.562500000000000087e-03,1.646705980715807219e-03,1.000000000000000000e+00
7.812500000000000000e-03,1.562500000000000087e-03,1.623269641579902370e-03,1.000000000000000000e+00
8.437500000000000555e-03,1.562500000000000087e-03,1.458077001465438562e-03,1.000000000000000000e+00
9.062499999999999375e-03,1.562500000000000087e-03,1.097571861350975014e-03,1.000000000000000000e+00
9.687499999999999931e-03,1.562500000000000087e-03,4.792134049405631581e-04,1.000000000000000000e+00
3.125000000000000065e-04,2.187500000000000208e-03,5.283378228039886052e-04,1.000000000000000000e+00
9.374999999999999653e-04,2.187500000000000208e-03,1.226163688048484456e-03,1.000000000000000000e+00
1.562500000000000087e-03,2.187500000000000208e-03,1.623269641579901720e-03,1.000000000000000000e+00
2.187500000000000208e-03,2.187500000000000208e-03,1.771506896089877813e-03,1.000000000000000000e+00
2.812499999999999896e-03,2.187500000000000208e-03,1.724431650599853733e-03,1.000000000000000000e+00
3.437500000000000017e-03,2.187500000000000208e-03,1.550730639601616192e-03,1.000000000000000000e+00
4.062500000000000139e-03,2.187500000000000208e-03,1.347646682197835635e-03,1.000000000000000000e+00
4.687499999999999827e-03,2.187500000000000208e-03,1.256777722501677347e-03,1.000000000000000000e+00
5.312500000000000382e-03,2.187500000000000208e-03,1.256777722501677130e-03,1.000000000000000000e+00
5.937500000000000069e-03,2.187500000000000208e-03,1.347646682197835418e-03,1.000000000000000000e+00
6.562499999999999757e-03,2.187500000000000208e-03,1.550730639601615541e-03,1.000000000000000000e+00
7.187500000000000312e-03,2.187500000000000208e-03,1.724431650599853299e-03,1.000000000000000000e+00
7.812500000000000000e-03,2.187500000000000208e-03,1.771506896089877596e-03,1.000000000000000000e+00
