x_m,y_m,pressure_Pa,permeability_m2,velocity_x_m_s,velocity_y_m_s
2.750000000000000014e-02,2.125000000000000153e-02,8.275108840191435888e+01,1.000000000000000036e-10,4.448990291935430200e-05,-1.267884473946196354e-05
3.250000000000000111e-02,2.125000000000000153e-02,8.092792106845281808e+01,1.000000000000000036e-10,1.929377692870240629e-05,-2.402707072169334547e-05
3.749999999999999861e-02,2.125000000000000153e-02,7.556429791831345710e+01,9.999999999999999799e-13,2.039080491379200715e-06,-1.301159656323108138e-07
4.250000000000000305e-02,2.125000000000000153e-02,6.579452894539147678e+01,9.999999999999999799e-13,2.025361842522000555e-06,7.086404433862867719e-08
4.750000000000000056e-02,2.125000000000000153e-02,5.531067949309345266e+01,9.999999999999999799e-13,2.110520843848332153e-06,1.975602439788417409e-08
5.249999999999999806e-02,2.125000000000000153e-02,4.468932050690815316e+01,9.999999999999999799e-13,2.110520843848339353e-06,-1.975602439790549219e-08
5.750000000000000250e-02,2.125000000000000153e-02,3.420547105461005799e+01,9.999999999999999799e-13,2.025361842522023425e-06,-7.086404433864004596e-08
6.250000000000000000e-02,2.125000000000000153e-02,2.443570208168792135e+01,9.999999999999999799e-13,2.039080491379236291e-06,1.301159656323072668e-07
6.750000000000000444e-02,2.125000000000000153e-02,1.907207893154845735e+01,1.000000000000000036e-10,1.929377692870281626e-05,2.402707072169440935e-05
7.249999999999999500e-02,2.125000000000000153e-02,1.724891159808687746e+01,1.000000000000000036e-10,4.448990291935504739e-05,1.267884473946153664e-05
7.749999999999999944e-02,2.125000000000000153e-02,1.462308863961295202e+01,1.000000000000000036e-10,5.644999071236941576e-05,6.411654605921447682e-06
8.250000000000000389e-02,2.125000000000000153e-02,1.160391252684993546e+01,1.000000000000000036e-10,6.238941914778959848e-05,3.272588667157484905e-06
8.750000000000000833e-02,2.125000000000000153e-02,8.384146724833991371e+00,1.000000000000000036e-10,6.541729492236678860e-05,1.660354361788342834e-06
9.249999999999999889e-02,2.125000000000000153e-02,5.062183034613256361e+00,1.000000000000000036e-10,6.692048820489384579e-05,7.792409757418282504e-07
9.750000000000000333e-02,2.125000000000000153e-02,1.692097904344604720e+00,1.000000000000000036e-10,6.754280938957860558e-05,2.281335224348789803e-07
2.500000000000000052e-03,2.375000000000000028e-02,9.831184159891384411e+01,1.000000000000000036e-10,6.736875591311330925e-05,-7.879006516674280680e-08
7.499999999999999722e-03,2.375000000000000028e-02,9.495128280977482405e+01,1.000000000000000036e-10,6.667254200727880885e-05,-2.693168877510742415e-07
1.250000000000000069e-02,2.375000000000000028e-02,9.164458739818596200e+01,1.000000000000000036e-10,6.498454331101397626e-05,-5.746824603821210056e-07
1.750000000000000167e-02,2.375000000000000028e-02,8.845282847867342468e+01,1.000000000000000036e-10,6.156553816935811472e-05,-1.134820110446810113e-06
2.249999999999999917e-02,2.375000000000000028e-02,8.548803358125014995e+01,1.000000000000000036e-10,5.485100911399043308e-05,-2.222444417238306972e-06
2.750000000000000014e-02,2.375000000000000028e-02,8.296772756727438036e+01,1.000000000000000036e-10,4.174055366511609068e-05,-4.332783307200997480e-06
3.250000000000000111e-02,2.375000000000000028e-02,8.131397821473854037e+01,1.000000000000000036e-10,1.763270119928667362e-05,-7.721142925715012944e-06
3.749999999999999861e-02,2.375000000000000028e-02,7.578317946140073502e+01,9.999999999999999799e-13,2.102862730621661966e-06,-4.377630861745558564e-08
4.250000000000000305e-02,2.375000000000000028e-02,6.570662889446690258e+01,9.999999999999999799e-13,2.050470133756608868e-06,1.758001018490915765e-08
4.750000000000000056e-02,2.375000000000000028e-02,5.527847812383464543e+01,9.999999999999999799e-13,2.098510701829989020e-06,6.440273851755762524e-09
