x_m,y_m,pressure_Pa,permeability_m2,velocity_x_m_s,velocity_y_m_s
6.250000000000000130e-04,3.125000000000000065e-04,9.954695620591493821e+01,1.000000000000000036e-10,7.249524646477936100e-05,-4.119705582752430038e-09
1.874999999999999931e-03,3.125000000000000065e-04,9.864066263246557753e+01,1.000000000000000036e-10,7.252839843005573354e-05,-1.245627705429796658e-08
3.125000000000000173e-03,3.125000000000000065e-04,9.773374624516354459e+01,1.000000000000000036e-10,7.259548357419019077e-05,-2.108629501321956620e-08
4.375000000000000416e-03,3.125000000000000065e-04,9.682577554311082224e+01,1.000000000000000036e-10,7.269808006412061744e-05,-3.021194994971664687e-08
5.624999999999999792e-03,3.125000000000000065e-04,9.591629424356052880e+01,1.000000000000000036e-10,7.283859455282026222e-05,-4.004529439953329821e-08
6.875000000000000035e-03,3.125000000000000065e-04,9.500481067929031553e+01,1.000000000000000036e-10,7.302030958227247160e-05,-5.081222032913500953e-08
8.125000000000000278e-03,3.125000000000000065e-04,9.409078650400371657e+01,1.000000000000000036e-10,7.324744689729184902e-05,-6.275643718254285940e-08
9.374999999999999653e-03,3.125000000000000065e-04,9.317362450685801889e+01,1.000000000000000036e-10,7.352524657479930022e-05,-7.614340157033436965e-08
1.062500000000000076e-02,3.125000000000000065e-04,9.225265533963373343e+01,1.000000000000000036e-10,7.386006158975475444e-05,-9.126410590511111080e-08
1.187500000000000014e-02,3.125000000000000065e-04,9.132712296711414979e+01,1.000000000000000036e-10,7.425946694605157627e-05,-1.084385722401748207e-07
1.312499999999999951e-02,3.125000000000000065e-04,9.039616866598244371e+01,1.000000000000000036e-10,7.473238171825981335e-05,-1.280188138605353536e-07
1.437500000000000062e-02,3.125000000000000065e-04,8.945881342415765403e+01,1.000000000000000036e-10,7.528920117527604003e-05,-1.503909146481418743e-07
1.562500000000000000e-02,3.125000000000000065e-04,8.851393863660054251e+01,1.000000000000000036e-10,7.594193445986376035e-05,-1.759757276442996638e-07
1.687500000000000111e-02,3.125000000000000065e-04,8.756026506266105969e+01,1.000000000000000036e-10,7.670434091922571397e-05,-2.052275020332671758e-07
1.812499999999999875e-02,3.125000000000000065e-04,8.659633011361989929e+01,1.000000000000000036e-10,7.759205493351315397e-05,-2.386295051076103125e-07
1.937499999999999986e-02,3.125000000000000065e-04,8.562046368932323048e+01,1.000000000000000036e-10,7.862268476316329371e-05,-2.766854097103532165e-07
2.062500000000000097e-02,3.125000000000000065e-04,8.463076299454081663e+01,1.000000000000000036e-10,7.981586532682569102e-05,-3.199048721171493058e-07
