x_m,pressure_Pa,radius_m,velocity_m_s,flow_m3_s
9.748427672955975454e-02,4.063037417552349780e+03,2.040630374175523773e-03,5.049098100044783211e-01,6.605297379066204110e-06
1.006289308176100683e-01,4.032524752846842603e+03,2.040325247528468593e-03,5.050608378441543422e-01,6.605297379066204110e-06
1.037735849056603821e-01,4.001993844686232933e+03,2.040019938446862441e-03,5.052120238168010813e-01,6.605297379066204110e-06
1.069182389937106958e-01,3.971444667485211994e+03,2.039714446674852251e-03,5.053633682115026282e-01,6.605297379066204110e-06
1.100628930817610096e-01,3.940877195624137130e+03,2.039408771956241484e-03,5.055148713179894449e-01,6.605297379066204110e-06
1.132075471698113234e-01,3.910291403448981782e+03,2.039102914034489691e-03,5.056665334266416956e-01,6.605297379066204110e-06
1.163522012578616371e-01,3.879687265271287743e+03,2.038796872652712949e-03,5.058183548284892472e-01,6.605297379066204110e-06
1.194968553459119509e-01,3.849064755368113765e+03,2.038490647553681256e-03,5.059703358152156660e-01,6.605297379066204110e-06
1.226415094339622647e-01,3.818423847981990093e+03,2.038184238479820269e-03,5.061224766791575513e-01,6.605297379066204110e-06
1.257861635220125784e-01,3.787764517320868435e+03,2.037877645173208699e-03,5.062747777133088656e-01,6.605297379066204110e-06
1.289308176100628922e-01,3.757086737558073310e+03,2.037570867375580914e-03,5.064272392113198240e-01,6.605297379066204110e-06
1.320754716981132060e-01,3.726390482832251109e+03,2.037263904828322172e-03,5.065798614675016687e-01,6.605297379066204110e-06
1.352201257861635197e-01,3.695675727247324176e+03,2.036956757272473384e-03,5.067326447768252251e-01,6.605297379066204110e-06
1.383647798742138335e-01,3.664942444872438955e+03,2.036649424448724183e-03,5.068855894349262314e-01,6.605297379066204110e-06
1.415094339622641473e-01,3.634190609741916433e+03,2.036341906097418990e-03,5.070386957381038950e-01,6.605297379066204110e-06
1.446540880503144610e-01,3.603420195855206202e+03,2.036034201958552246e-03,5.071919639833245563e-01,6.605297379066204110e-06
1.477987421383647748e-01,3.572631177176834171e+03,2.035726311771768413e-03,5.073453944682233541e-01,6.605297379066204110e-06
1.509433962264151163e-01,3.541823527636352992e+03,2.035418235276363706e-03,5.074989874911052246e-01,6.605297379066204110e-06
1.540880503144654301e-01,3.510997221128295223e+03,2.035109972211283057e-03,5.076527433509471221e-01,6.605297379066204110e-06
1.572327044025157439e-01,3.480152231512119215e+03,2.034801522315121420e-03,5.078066623474000174e-01,6.605297379066204110e-06
1.603773584905660576e-01,3.449288532612164545e+03,2.034492885326121599e-03,5.079607447807910070e-01,6.605297379066204110e-06
1.635220125786163714e-01,3.418406098217597901e+03,2.034184060982175985e-03,5.081149909521237573e-01,6.605297379066204110e-06
1.666666666666666852e-01,3.387504902082365334e+03,2.033875049020823517e-03,5.082694011630821684e-01,6.605297379066204110e-06
1.698113207547169989e-01,3.356584917925143145e+03,2.033565849179251855e-03,5.084239757160304851e-01,6.605297379066204110e-06
1.729559748427673127e-01,3.325646119429285136e+03,2.033256461194292604e-03,5.085787149140171826e-01,6.605297379066204110e-06
1.761006289308176265e-01,3.294688480242774858e+03,2.032946884802427825e-03,5.087336190607741893e-01,6.605297379066204110e-06
1.792452830188679402e-01,3.263711973978174228e+03,2.032637119739781791e-03,5.088886884607213279e-01,6.605297379066204110e-06
1.823899371069182540e-01,3.232716574212574869e+03,2.032327165742125758e-03,5.090439234189663154e-01,6.605297379066204110e-06
1.855345911949685678e-01,3.201702254487545815e+03,2.032017022544875366e-03,5.091993242413076493e-01,6.605297379066204110e-06
1.886792452830188815e-01,3.170668988309083034e+03,2.031706689883091069e-03,5.093548912342359403e-01,6.605297379066204110e-06
1.918238993710691953e-01,3.139616749147562587e+03,2.031396167491475967e-03,5.095106247049363546e-01,6.605297379066204110e-06
1.949685534591195091e-01,3.108545510437684243e+03,2.031085455104377109e-03,5.096665249612897242e-01,6.605297379066204110e-06
1.981132075471698228e-01,3.077455245578426002e+03,2.030774552455784192e-03,5.098225923118754332e-01,6.605297379066204110e-06
2.012578616352201366e-01,3.046345927932990890e+03,2.030463459279329991e-03,5.099788270659718625e-01,6.605297379066204110e-06
2.044025157232704504e-01,3.015217530828756480e+03,2.030152175308287763e-03,5.101352295335599418e-01,6.605297379066204110e-06
2.075471698113207641e-01,2.984070027557223511e+03,2.029840700275572542e-03,5.102918000253241493e-01,6.605297379066204110e-06
2.106918238993710779e-01,2.952903391373967679e+03,2.029529033913739407e-03,5.104485388526547318e-01,6.605297379066204110e-06
2.138364779874213917e-01,2.921717595498584160e+03,2.029217175954985651e-03,5.106054463276485933e-01,6.605297379066204110e-06
2.169811320754717054e-01,2.890512613114641226e+03,2.028905126131146444e-03,5.107625227631131803e-01,6.605297379066204110e-06
2.201257861635220192e-01,2.859288417369624312e+03,2.028592884173696133e-03,5.109197684725667044e-01,6.605297379066204110e-06
2.232704402515723330e-01,2.828044981374889630e+03,2.028280449813749109e-03,5.110771837702408060e-01,6.605297379066204110e-06
2.264150943396226467e-01,2.796782278205608236e+03,2.027967822782056340e-03,5.112347689710829979e-01,6.605297379066204110e-06
2.295597484276729605e-01,2.765500280900718735e+03,2.027655002809007102e-03,5.113925243907571083e-01,6.605297379066204110e-06
2.327044025157232743e-01,2.734198962462872714e+03,2.027341989624628985e-03,5.115504503456463903e-01,6.605297379066204110e-06
2.358490566037735880e-01,2.702878295858384718e+03,2.027028782958583981e-03,5.117085471528558527e-01,6.605297379066204110e-06
2.389937106918239018e-01,2.671538254017180861e+03,2.026715382540171962e-03,5.118668151302129266e-01,6.605297379066204110e-06
2.421383647798742156e-01,2.640178809832744264e+03,2.026401788098327640e-03,5.120252545962706847e-01,6.605297379066204110e-06
2.452830188679245293e-01,2.608799936162067752e+03,2.026087999361620567e-03,5.121838658703089520e-01,6.605297379066204110e-06
2.484276729559748431e-01,2.577401605825598381e+03,2.025774016058256004e-03,5.123426492723366366e-01,6.605297379066204110e-06
2.515723270440251569e-01,2.545983791607187868e+03,2.025459837916071884e-03,5.125016051230938396e-01,6.605297379066204110e-06
2.547169811320754707e-01,2.514546466254038933e+03,2.025145464662540112e-03,5.126607337440540757e-01,6.605297379066204110e-06
2.578616352201257844e-01,2.483089602476652544e+03,2.024830896024766569e-03,5.128200354574248276e-01,6.605297379066204110e-06
2.610062893081760982e-01,2.451613172948778356e+03,2.024516131729488071e-03,5.129795105861523208e-01,6.605297379066204110e-06
2.641509433962264120e-01,2.420117150307360134e+03,2.024201171503073673e-03,5.131391594539208567e-01,6.605297379066204110e-06
2.672955974842767257e-01,2.388601507152484373e+03,2.023886015071525105e-03,5.132989823851558109e-01,6.605297379066204110e-06
2.704402515723270395e-01,2.357066216047327543e+03,2.023570662160473297e-03,5.134589797050266302e-01,6.605297379066204110e-06
2.735849056603773533e-01,2.325511249518103796e+03,2.023255112495180984e-03,5.136191517394471662e-01,6.605297379066204110e-06
2.767295597484276670e-01,2.293936580054012211e+03,2.022939365800540106e-03,5.137794988150785613e-01,6.605297379066204110e-06
2.798742138364779808e-01,2.262342180107184959e+03,2.022623421801071804e-03,5.139400212593322470e-01,6.605297379066204110e-06
2.830188679245282946e-01,2.230728022092630908e+03,2.022307280220925988e-03,5.141007194003701652e-01,6.605297379066204110e-06
2.861635220125786083e-01,2.199094078388189246e+03,2.021990940783882206e-03,5.142615935671076555e-01,6.605297379066204110e-06
2.893081761006289221e-01,2.167440321334470809e+03,2.021674403213344871e-03,5.144226440892166741e-01,6.605297379066204110e-06
2.924528301886792359e-01,2.135766723234806250e+03,2.021357667232348033e-03,5.145838712971259055e-01,6.605297379066204110e-06
2.955974842767295496e-01,2.104073256355196008e+03,2.021040732563551909e-03,5.147452755220238707e-01,6.605297379066204110e-06
2.987421383647798634e-01,2.072359892924253472e+03,2.020723598929242450e-03,5.149068570958612590e-01,6.605297379066204110e-06
3.018867924528302327e-01,2.040626605133153134e+03,2.020406266051331771e-03,5.150686163513523708e-01,6.605297379066204110e-06
3.050314465408805464e-01,2.008873365135578979e+03,2.020088733651355991e-03,5.152305536219780047e-01,6.605297379066204110e-06
3.081761006289308602e-01,1.977100145047667638e+03,2.019771001450476524e-03,5.153926692419869005e-01,6.605297379066204110e-06
3.113207547169811740e-01,1.945306916947956552e+03,2.019453069169479652e-03,5.155549635463975156e-01,6.605297379066204110e-06
3.144654088050314877e-01,1.913493652877332579e+03,2.019134936528773488e-03,5.157174368710017998e-01,6.605297379066204110e-06
3.176100628930818015e-01,1.881660324838973111e+03,2.018816603248389709e-03,5.158800895523657504e-01,6.605297379066204110e-06
3.207547169811321153e-01,1.849806904798298092e+03,2.018498069047983123e-03,5.160429219278317436e-01,6.605297379066204110e-06
3.238993710691824290e-01,1.817933364682912270e+03,2.018179333646829068e-03,5.162059343355217544e-01,6.605297379066204110e-06
3.270440251572327428e-01,1.786039676382551761e+03,2.017860396763825580e-03,5.163691271143382444e-01,6.605297379066204110e-06
3.301886792452830566e-01,1.754125811749033346e+03,2.017541258117490355e-03,5.165325006039669375e-01,6.605297379066204110e-06
3.333333333333333703e-01,1.722191742596195809e+03,2.017221917425962054e-03,5.166960551448790406e-01,6.605297379066204110e-06
3.364779874213836841e-01,1.690237440699848094e+03,2.016902374406998131e-03,5.168597910783337968e-01,6.605297379066204110e-06
3.396226415094339979e-01,1.658262877797715191e+03,2.016582628777977438e-03,5.170237087463787073e-01,6.605297379066204110e-06
3.427672955974843116e-01,1.626268025589383114e+03,2.016262680255893718e-03,5.171878084918553053e-01,6.605297379066204110e-06
3.459119496855346254e-01,1.594252855736245010e+03,2.015942528557362542e-03,5.173520906583976009e-01,6.605297379066204110e-06
3.490566037735849392e-01,1.562217339861445907e+03,2.015622173398614811e-03,5.175165555904365222e-01,6.605297379066204110e-06
3.522012578616352529e-01,1.530161449549829968e+03,2.015301614495498481e-03,5.176812036332018030e-01,6.605297379066204110e-06
3.553459119496855667e-01,1.498085156347882730e+03,2.014980851563479003e-03,5.178460351327236477e-01,6.605297379066204110e-06
3.584905660377358805e-01,1.465988431763678818e+03,2.014659884317636721e-03,5.180110504358355072e-01,6.605297379066204110e-06
3.616352201257861942e-01,1.433871247266826913e+03,2.014338712472668602e-03,5.181762498901758551e-01,6.605297379066204110e-06
3.647798742138365080e-01,1.401733574288413820e+03,2.014017335742884340e-03,5.183416338441909632e-01,6.605297379066204110e-06
3.679245283018868218e-01,1.369575384220949900e+03,2.013695753842209384e-03,5.185072026471366780e-01,6.605297379066204110e-06
3.710691823899371355e-01,1.337396648418314271e+03,2.013373966484183208e-03,5.186729566490808629e-01,6.605297379066204110e-06
3.742138364779874493e-01,1.305197338195699103e+03,2.013051973381957144e-03,5.188388962009059524e-01,6.605297379066204110e-06
3.773584905660377631e-01,1.272977424829554820e+03,2.012729774248295678e-03,5.190050216543107275e-01,6.605297379066204110e-06
3.805031446540880768e-01,1.240736879557535076e+03,2.012407368795575587e-03,5.191713333618127590e-01,6.605297379066204110e-06
3.836477987421383906e-01,1.208475673578439910e+03,2.012084756735784633e-03,5.193378316767510716e-01,6.605297379066204110e-06
3.867924528301887044e-01,1.176193778052161406e+03,2.011761937780521571e-03,5.195045169532883644e-01,6.605297379066204110e-06
3.899371069182390181e-01,1.143891164099628440e+03,2.011438911640996141e-03,5.196713895464122324e-01,6.605297379066204110e-06
3.930817610062893319e-01,1.111567802802749839e+03,2.011115678028027771e-03,5.198384498119386077e-01,6.605297379066204110e-06
3.962264150943396457e-01,1.079223665204358895e+03,2.010792236652043843e-03,5.200056981065148687e-01,6.605297379066204110e-06
3.993710691823899595e-01,1.046858722308158121e+03,2.010468587223081856e-03,5.201731347876198397e-01,6.605297379066204110e-06
4.025157232704402732e-01,1.014472945078663656e+03,2.010144729450786833e-03,5.203407602135683430e-01,6.605297379066204110e-06
4.056603773584905870e-01,9.820663044411469400e+02,2.009820663044411312e-03,5.205085747435120869e-01,6.605297379066204110e-06
4.088050314465409008e-01,9.496387712815808300e+02,2.009496387712816218e-03,5.206765787374422194e-01,6.605297379066204110e-06
4.119496855345912145e-01,9.171903164465830969e+02,2.009171903164465658e-03,5.208447725561934361e-01,6.605297379066204110e-06
4.150943396226415283e-01,8.847209107433598092e+02,2.008847209107433428e-03,5.210131565614433136e-01,6.605297379066204110e-06
4.182389937106918421e-01,8.522305249396479212e+02,2.008522305249396504e-03,5.211817311157169730e-01,6.605297379066204110e-06
4.213836477987421558e-01,8.197191297636610443e+02,2.008197191297636346e-03,5.213504965823895221e-01,6.605297379066204110e-06
4.245283018867924696e-01,7.871866959040306710e+02,2.007871866959040196e-03,5.215194533256864995e-01,6.605297379066204110e-06
4.276729559748427834e-01,7.546331414951044962e+02,2.007546331414951282e-03,5.216886019836214361e-01,6.605297379066204110e-06
4.308176100628930971e-01,7.220578350314458476e+02,2.007220578350314786e-03,5.218579460534098491e-01,6.605297379066204110e-06
4.339622641509434109e-01,6.894613882446330990e+02,2.006894613882446131e-03,5.220274825712816202e-01,6.605297379066204110e-06
4.371069182389937247e-01,6.568437716395932284e+02,2.006568437716396355e-03,5.221972119051313532e-01,6.605297379066204110e-06
4.402515723270440384e-01,6.242049556813468598e+02,2.006242049556813609e-03,5.223671344237202918e-01,6.605297379066204110e-06
4.433962264150943522e-01,5.915449107949514200e+02,2.005915449107949222e-03,5.225372504966746545e-01,6.605297379066204110e-06
4.465408805031446660e-01,5.588636073654455458e+02,2.005588636073654674e-03,5.227075604944909637e-01,6.605297379066204110e-06
4.496855345911949797e-01,5.261610157377887163e+02,2.005261610157378117e-03,5.228780647885378219e-01,6.605297379066204110e-06
4.528301886792452935e-01,4.934371062168063418e+02,2.004934371062168288e-03,5.230487637510575771e-01,6.605297379066204110e-06
4.559748427672956073e-01,4.606918490671309883e+02,2.004606918490671463e-03,5.232196577551702088e-01,6.605297379066204110e-06
4.591194968553459210e-01,4.279252145131452494e+02,2.004279252145131467e-03,5.233907471748741047e-01,6.605297379066204110e-06
4.622641509433962348e-01,3.951371727389241073e+02,2.003951371727389231e-03,5.235620323850498359e-01,6.605297379066204110e-06
4.654088050314465486e-01,3.623276938881767819e+02,2.003623276938881932e-03,5.237335137614623770e-01,6.605297379066204110e-06
4.685534591194968623e-01,3.294967480641892053e+02,2.003294967480641689e-03,5.239051916807636600e-01,6.605297379066204110e-06
4.716981132075471761e-01,2.966443053297660981e+02,2.002966443053297730e-03,5.240770665204941281e-01,6.605297379066204110e-06
4.748427672955974899e-01,2.637703357071722507e+02,2.002637703357071624e-03,5.242491386590872882e-01,6.605297379066204110e-06
4.779874213836478036e-01,2.308748091780761058e+02,2.002308748091780749e-03,5.244214084758702654e-01,6.605297379066204110e-06
4.811320754716981174e-01,1.979576956834892769e+02,2.001979576956834823e-03,5.245938763510672453e-01,6.605297379066204110e-06
4.842767295597484312e-01,1.650189651237098190e+02,2.001650189651237206e-03,5.247665426658020271e-01,6.605297379066204110e-06
4.874213836477987449e-01,1.320585873582631962e+02,2.001320585873582730e-03,5.249394078021003551e-01,6.605297379066204110e-06
4.905660377358490587e-01,9.907653220584349185e+01,2.000990765322058565e-03,5.251124721428929165e-01,6.605297379066204110e-06
4.937106918238993725e-01,6.607276944425649390e+01,2.000660727694442489e-03,5.252857360720173396e-01,6.605297379066204110e-06
4.968553459119496862e-01,3.304726881035877284e+01,2.000330472688103753e-03,5.254591999742207475e-01,6.605297379066204110e-06
5.000000000000000000e-01,0.000000000000000000e+00,2.000000000000000042e-03,5.256328642351636438e-01,6.605297379066204110e-06
