time,steps,change_rate,max_divergence,kinetic_energy,nusselt_hot,nusselt_cold,max_energy_step_defect
0.0011248415716096326,1,4.781912840698405,1.6696713456276768e-16,8.386354550526036e-07,1.0000066727471422,1.0000066727471424,6.2341624917916505e-19
1.6017743979721215,1424,0.21476739997683925,1.3322676295501878e-15,0.04071816069332757,1.487315560922115,2.509713312952905,5.29056778855036e-18
3.2024239543726334,2847,0.07151003695725691,1.2490009027033011e-15,0.04243003222814823,2.509574296558987,3.2790093565808065,5.9326187625691196e-18
4.803073510773145,4270,0.02234715882664347,8.881784197001252e-16,0.03862919930076365,2.8580017308742196,3.210236907812563,5.9326187625691196e-18
6.403723067173657,5693,0.0103945744758769,1.0547118733938987e-15,0.038088415840167214,2.8499249393412573,3.0773121200864537,5.9326187625691196e-18
8.004372623574168,7116,0.004663830091382509,1.3322676295501878e-15,0.03831721078922753,2.8571616782030036,3.028118276682112,5.9326187625691196e-18
9.60502217997468,8539,0.00279174213623927,1.1102230246251565e-15,0.038376914925979104,2.8834687504321908,3.005801995111855,5.9326187625691196e-18
11.205671736375193,9962,0.0018131224683764966,8.881784197001252e-16,0.03834902100582637,2.903708597249053,2.988355515573727,5.9326187625691196e-18
12.806321292775705,11385,0.0012878099407345937,8.881784197001252e-16,0.03832645277477202,2.9164526387041763,2.9751081730645357,5.9326187625691196e-18
14.406970849176217,12808,0.0008969854344421484,1.48318857196017e-15,0.038314728033694775,2.925073444284031,2.9659482114010403,5.9326187625691196e-18
16.007620405576727,14231,0.0006221984730677901,1.27675647831893e-15,0.038306815279284714,2.931172462617555,2.9596740629730127,5.9326187625691196e-18
17.60826996197724,15654,0.0004327122125434392,1.5543122344752192e-15,0.038300864276025234,2.935455556865411,2.955313098642761,5.9326187625691196e-18
19.20891951837775,17077,0.00030147852334778583,1.1102230246251565e-15,0.038296601108093783,2.9384368876561093,2.952269037574793,5.9326187625691196e-18
20.809569074778263,18500,0.00021004416657357806,1.1379786002407855e-15,0.03829363512512453,2.9405114958541345,2.9501476303451883,6.499919078992687e-18
22.410218631178775,19923,0.0001463092784967016,1.4432899320127035e-15,0.03829157097702672,2.9419570723482025,2.9486704364950844,6.499919078992687e-18
24.010868187579288,21346,0.00010191624261350519,1.2212453270876722e-15,0.03829012953305736,2.942964528041574,2.947641595965036,6.499919078992687e-18
25.6115177439798,22769,7.099814075599032e-05,1.2212453270876722e-15,0.03828912332229388,2.943666479453511,2.946924867888316,6.499919078992687e-18
27.21216730038031,24192,4.946104076543353e-05,1.3877787807814457e-15,0.03828842172494401,2.9441555218446647,2.946425555124069,6.499919078992687e-18
28.812816856780824,25615,3.445739185962247e-05,1.1102230246251565e-15,0.038287932731416126,2.9444962347076835,2.946077710147941,6.499919078992687e-18
30.413466413181336,27038,2.4005132571115142e-05,1.5543122344752192e-15,0.03828759194343187,2.9447336081426174,2.94583538297315,6.499919078992687e-18
32.014115969581844,28461,1.6723555226835732e-05,9.992007221626409e-16,0.038287354460420434,2.9448989837782573,2.945666562925749,6.499919078992687e-18
33.61476552598236,29884,1.1650782227429914e-05,1.4432899320127035e-15,0.03828718898168364,2.9450141983215774,2.9455489516285636,6.499919078992687e-18
35.21541508238287,31307,8.116761000222258e-06,1.1102230246251565e-15,0.038287073682899714,2.9450944661156098,2.9454670154746294,6.499919078992687e-18
36.81606463878338,32730,5.65472160608053e-06,1.1102230246251565e-15,0.03828699335040853,2.9451503870445546,2.9454099329498096,6.499919078992687e-18
38.41671419518389,34153,3.939492499164833e-06,8.881784197001252e-16,0.03828693738145682,2.9451893459418192,2.945370165144379,6.499919078992687e-18
40.017363751584405,35576,2.744541083225706e-06,1.3322676295501878e-15,0.038286898387670375,2.945216487722877,2.9453424599831135,6.499919078992687e-18
41.61801330798492,36999,1.9120510102920792e-06,1.1102230246251565e-15,0.0382868712208911,2.9452353967692195,2.9453231585238453,6.499919078992687e-18
43.21866286438543,38422,1.3320772503823583e-06,1.7763568394002505e-15,0.038286852294094204,2.9452485702529145,2.945309711694784,6.499919078992687e-18
44.52122940430939,39580,9.92639155285947e-07,8.881784197001252e-16,0.03828684121674977,2.9452562802461153,2.9453018417368595,6.499919078992687e-18
