case,n,h,pressure_cells,velocity_unknowns,status,time,steps,dt_cap,mean_dt,change_rate,max_divergence,kinetic_energy,nusselt_hot,nusselt_cold,runtime_seconds,kinetic_energy_change_percent,nusselt_change_percent,velocity_sampled_l2_change_percent,temperature_rms_change_percent_of_deltaT
tier_6_lid_cavity,16,0.0625,256,544,steady_tolerance_reached,17.084760273975395,11973,0.0014269406392694065,0.0014269406392696396,9.707521352098069e-07,1.2212453270876722e-15,0.025546519477212176,,,3.126970175999986,,,,
tier_6_lid_cavity,32,0.03125,1024,2112,steady_tolerance_reached,18.845605022834523,13207,0.0014269406392694065,0.0014269406392696693,9.731861689843413e-07,3.267351667002316e-15,0.030311788559731576,,,9.957632141999966,15.720844295047426,,8.54035278277552,
tier_6_lid_cavity,48,0.020833333333333332,2304,4704,steady_tolerance_reached,19.707477168953577,13811,0.0014269406392694065,0.001426940639269682,9.743566199205133e-07,7.600040388688889e-15,0.03180633209060097,,,9.563502601999971,4.69888677076048,,3.0181672994588555,
tier_8_heated_lid,16,0.0625,256,544,steady_tolerance_reached,44.52122940430939,39580,0.0011248415716096326,0.0011248415716096358,9.92639155285947e-07,8.881784197001252e-16,0.03828684121674977,2.9452562802461153,2.9453018417368595,11.638134156999968,,,,
tier_8_heated_lid,32,0.03125,1024,2112,steady_tolerance_reached,45.515589353612306,40464,0.0011248415716096326,0.0011248415716096358,9.927360297193046e-07,4.579669976578771e-15,0.04303150080161942,2.919365081426518,2.9194098236481216,22.613874786999986,11.026014655503456,0.886877731884971,7.00528955961761,0.8618519725865215
tier_8_heated_lid,48,0.020833333333333332,2304,4704,steady_tolerance_reached,45.81142268694564,40727,0.0011248415716096326,0.0011248415716096358,9.928933087916996e-07,1.8110513089197866e-14,0.04458078319373554,2.915516726429683,2.915561152506933,31.514301766000017,3.4752247069850206,0.13199564118254178,2.4595532636656907,0.30319394465506394
tier_9_natural_convection,16,0.0625,256,544,steady_tolerance_reached,23.144894862456105,18212,0.001270859590514633,0.001270859590514831,9.670136427329505e-07,4.440892098500626e-16,0.008816350991245265,2.3284651952118782,2.3284651952118818,5.34171027299999,,,,
tier_9_natural_convection,32,0.03125,1024,2112,steady_tolerance_reached,24.644509179264965,19392,0.001270859590514633,0.0012708595905149011,9.686589811009226e-07,2.581268532253489e-15,0.008912993778266091,2.265555422985181,2.26555542298518,9.544783092999978,1.0842909736623514,2.7767924628303664,4.510299216888837,0.5048892500333299
tier_9_natural_convection,48,0.020833333333333332,2304,4704,steady_tolerance_reached,26.078038797366993,20520,0.001270859590514633,0.0012708595905149608,9.777760898100383e-07,7.181755190543981e-15,0.008976705763055117,2.253708712373532,2.2537087123735318,16.660646570000154,0.7097479461924796,0.5256540273641802,1.158342342496823,0.19841001521268362
