x_m,pressure_Pa,radius_m,velocity_m_s,flow_m3_s
0.000000000000000000e+00,5.000000000000000000e+03,2.009999999999999634e-03,5.000124380119500556e-01,6.346332107466125849e-06
1.672240802675585255e-03,4.983442607333844535e+03,2.009966885214667810e-03,5.000289138465194849e-01,6.346332107466125849e-06
3.344481605351170509e-03,4.966884123588261900e+03,2.009933768247176584e-03,5.000453915812270722e-01,6.346332107466125849e-06
5.016722408026755980e-03,4.950324548599302034e+03,2.009900649097198528e-03,5.000618712164506263e-01,6.346332107466125849e-06
6.688963210702341018e-03,4.933763882202990317e+03,2.009867527764405779e-03,5.000783527525680672e-01,6.346332107466125849e-06
8.361204013377926056e-03,4.917202124235325755e+03,2.009834404248470908e-03,5.000948361899569816e-01,6.346332107466125849e-06
1.003344481605351196e-02,4.900639274532288255e+03,2.009801278549064752e-03,5.001113215289962888e-01,6.346332107466125849e-06
1.170568561872909613e-02,4.884075332929830438e+03,2.009768150665859447e-03,5.001278087700637975e-01,6.346332107466125849e-06
1.337792642140468204e-02,4.867510299263882189e+03,2.009735020598527998e-03,5.001442979135374278e-01,6.346332107466125849e-06
1.505016722408026794e-02,4.850944173370349745e+03,2.009701888346740808e-03,5.001607889597964318e-01,6.346332107466125849e-06
1.672240802675585211e-02,4.834376955085116606e+03,2.009668753910170448e-03,5.001772819092186184e-01,6.346332107466125849e-06
1.839464882943143628e-02,4.817808644244040806e+03,2.009635617288488187e-03,5.001937767621827957e-01,6.346332107466125849e-06
2.006688963210702392e-02,4.801239240682958552e+03,2.009602478481365730e-03,5.002102735190679939e-01,6.346332107466125849e-06
2.173913043478260809e-02,4.784668744237681494e+03,2.009569337488475212e-03,5.002267721802522438e-01,6.346332107466125849e-06
2.341137123745819226e-02,4.768097154743996725e+03,2.009536194309487905e-03,5.002432727461150197e-01,6.346332107466125849e-06
2.508361204013377990e-02,4.751524472037668602e+03,2.009503048944075512e-03,5.002597752170346856e-01,6.346332107466125849e-06
2.675585284280936407e-02,4.734950695954438743e+03,2.009469901391908869e-03,5.002762795933911599e-01,6.346332107466125849e-06
2.842809364548494824e-02,4.718375826330022392e+03,2.009436751652660114e-03,5.002927858755626955e-01,6.346332107466125849e-06
3.010033444816053588e-02,4.701799863000112964e+03,2.009403599726000082e-03,5.003092940639293218e-01,6.346332107466125849e-06
3.177257525083612005e-02,4.685222805800379319e+03,2.009370445611600477e-03,5.003258041588697358e-01,6.346332107466125849e-06
3.344481605351170422e-02,4.668644654566467580e+03,2.009337289309133003e-03,5.003423161607634118e-01,6.346332107466125849e-06
3.511705685618728839e-02,4.652065409133999310e+03,2.009304130818268062e-03,5.003588300699903790e-01,6.346332107466125849e-06
3.678929765886287256e-02,4.635485069338573339e+03,2.009270970138677358e-03,5.003753458869295567e-01,6.346332107466125849e-06
3.846153846153846367e-02,4.618903635015762120e+03,2.009237807270031293e-03,5.003918636119614183e-01,6.346332107466125849e-06
4.013377926421404784e-02,4.602321106001119006e+03,2.009204642212002439e-03,5.004083832454648828e-01,6.346332107466125849e-06
4.180602006688963201e-02,4.585737482130168246e+03,2.009171474964260330e-03,5.004249047878206458e-01,6.346332107466125849e-06
