x,numerical,analytical,error
1.625000000000000056e-01,4.010903304721818441e-01,4.010938918095942052e-01,-3.561337412361087473e-06
1.687500000000000111e-01,4.150746340304880544e-01,4.150783195364969314e-01,-3.685506008876959783e-06
1.750000000000000167e-01,4.288989184160685864e-01,4.289027266698413610e-01,-3.808253772774605750e-06
1.812500000000000222e-01,4.425578541041355618e-01,4.425617836375179692e-01,-3.929533382407424114e-06
1.875000000000000000e-01,4.560461753149714914e-01,4.560502246130535009e-01,-4.049298082009489264e-06
1.937500000000000056e-01,4.693586820439876184e-01,4.693628495456877991e-01,-4.167501700180764601e-06
2.000000000000000111e-01,4.824902420664248792e-01,4.824945261650919748e-01,-4.284098667095559421e-06
2.062500000000000167e-01,4.954357929159238227e-01,4.954401919599562554e-01,-4.399044032432630758e-06
2.125000000000000222e-01,5.081903438362022074e-01,5.081948561296847355e-01,-4.512293482528129118e-06
2.187500000000000000e-01,5.207489777050862134e-01,5.207536015084438530e-01,-4.623803357639566514e-06
2.250000000000000056e-01,5.331068529301549175e-01,5.331115864608234611e-01,-4.733530668543650677e-06
2.312500000000000111e-01,5.452592053152661711e-01,5.452640467483793607e-01,-4.841433113189630433e-06
2.375000000000000167e-01,5.572013498972449019e-01,5.572062973663381991e-01,-4.947469093297129916e-06
2.437500000000000222e-01,5.689286827520255718e-01,5.689337343497554711e-01,-5.051597729899270917e-06
2.500000000000000000e-01,5.804366827695528475e-01,5.804418365484320663e-01,-5.153778879218862130e-06
2.562500000000000333e-01,5.917209133967550327e-01,5.917261673699037994e-01,-5.253973148766633017e-06
2.625000000000000111e-01,6.027770243479201318e-01,6.027823764898317949e-01,-5.352141911663110818e-06
2.687499999999999889e-01,6.136007532818138488e-01,6.136062015291360305e-01,-5.448247322181742902e-06
2.750000000000000222e-01,6.241879274448931536e-01,6.241934696972226693e-01,-5.542252329515662268e-06
2.812500000000000000e-01,6.345344652799820295e-01,6.345400994006749062e-01,-5.634120692876720682e-06
2.875000000000000333e-01,6.446363779997896781e-01,6.446421018167852734e-01,-5.723816995595321089e-06
2.937500000000000111e-01,6.544897711246638883e-01,6.544955824313218873e-01,-5.811306657999004699e-06
3.000000000000000444e-01,6.640908459839872657e-01,6.640967425399382229e-01,-5.896555950957171888e-06
3.062500000000000222e-01,6.734359011806364537e-01,6.734418807126458795e-01,-5.979532009425803096e-06
3.125000000000000000e-01,6.825213340179422383e-01,6.825273942207865652e-01,-6.060202844326845195e-06
3.187500000000000333e-01,6.913436418885964274e-01,6.913497804259521873e-01,-6.138537355759865477e-06
3.250000000000000111e-01,6.998994236249745926e-01,6.999056381303188079e-01,-6.214505344215304206e-06
3.312500000000000444e-01,7.081853808103507619e-01,7.081916688878733268e-01,-6.288077522564883282e-06
3.375000000000000222e-01,7.161983190504994656e-01,7.162046782760267405e-01,-6.359225527274858791e-06
3.437500000000000000e-01,7.239351492051959713e-01,7.239415771271254796e-01,-6.427921929508251253e-06
3.500000000000000333e-01,7.313928885791382006e-01,7.313993827193837616e-01,-6.494140245560942049e-06
3.562500000000000111e-01,7.385686620718330264e-01,7.385752199267799911e-01,-6.557854946964702947e-06
3.625000000000000444e-01,7.454597032860019734e-01,7.454663223274722306e-01,-6.619041470257158721e-06
3.687500000000000222e-01,7.520633555940798853e-01,7.520700332703070812e-01,-6.677676227195838976e-06
3.750000000000000000e-01,7.583770731623957762e-01,7.583838068990085279e-01,-6.733736612751783923e-06
3.812500000000000333e-01,7.643984219326400709e-01,7.644052091336547283e-01,-6.787201014657462395e-06
3.875000000000000111e-01,7.701250805602399829e-01,7.701319186090614943e-01,-6.838048821511399922e-06
3.937500000000000444e-01,7.755548413092828719e-01,7.755617275697131996e-01,-6.886260430327695303e-06
4.000000000000000222e-01,7.806856109036396374e-01,7.806925427208941670e-01,-6.931817254529626382e-06
4.062500000000000000e-01,7.855154113339630761e-01,7.855223860356944643e-01,-6.974701731388144310e-06
4.125000000000000333e-01,7.900423806202477861e-01,7.900493955175755811e-01,-7.014897327795033277e-06
4.187500000000000111e-01,7.942647735296590739e-01,7.942718259182069973e-01,-7.052388547923449380e-06
4.250000000000000444e-01,7.981809622493535317e-01,7.981880494102915335e-01,-7.087160938001879629e-06
4.312500000000000222e-01,8.017894370140316029e-01,8.017965562151240233e-01,-7.119201092420368582e-06
4.375000000000000000e-01,8.050888066879809957e-01,8.050959551846403883e-01,-7.148496659392655772e-06
4.437500000000000333e-01,8.080777993013861238e-01,8.080849743377310768e-01,-7.175036344952978595e-06
4.500000000000000111e-01,8.107552625406962976e-01,8.107624613506136946e-01,-7.198809917396964408e-06
4.562500000000000444e-01,8.131201641928651469e-01,8.131273840010765364e-01,-7.219808211389455721e-06
4.625000000000000222e-01,8.151715925432875265e-01,8.151788305664195988e-01,-7.238023132072335386e-06
4.687500000000000000e-01,8.169087567272838024e-01,8.169160101749408653e-01,-7.253447657062928045e-06
4.750000000000000333e-01,8.183309870349926296e-01,8.183382531108325253e-01,-7.266075839895691502e-06
4.812500000000000111e-01,8.194377351695569800e-01,8.194450110723691116e-01,-7.275902812131640474e-06
4.875000000000000444e-01,8.202285744585030569e-01,8.202358573832883026e-01,-7.282924785245725730e-06
4.937500000000000222e-01,8.207032000182306053e-01,8.207104871572827864e-01,-7.287139052181146326e-06
5.000000000000000000e-01,8.208614288715514462e-01,8.208687174155399058e-01,-7.288543988459572631e-06
5.062499999999999778e-01,8.207032000182306053e-01,8.207104871572827864e-01,-7.287139052181146326e-06
5.125000000000000666e-01,8.202285744585030569e-01,8.202358573832883026e-01,-7.282924785245725730e-06
5.187500000000000444e-01,8.194377351695569800e-01,8.194450110723691116e-01,-7.275902812131640474e-06
5.250000000000000222e-01,8.183309870349926296e-01,8.183382531108325253e-01,-7.266075839895691502e-06
5.312500000000000000e-01,8.169087567272838024e-01,8.169160101749409764e-01,-7.253447657173950347e-06
5.374999999999999778e-01,8.151715925432875265e-01,8.151788305664195988e-01,-7.238023132072335386e-06
5.437500000000000666e-01,8.131201641928651469e-01,8.131273840010765364e-01,-7.219808211389455721e-06
5.500000000000000444e-01,8.107552625406962976e-01,8.107624613506135836e-01,-7.198809917285942106e-06
5.562500000000000222e-01,8.080777993013861238e-01,8.080849743377309657e-01,-7.175036344841956293e-06
5.625000000000000000e-01,8.050888066879809957e-01,8.050959551846403883e-01,-7.148496659392655772e-06
5.687499999999999778e-01,8.017894370140316029e-01,8.017965562151240233e-01,-7.119201092420368582e-06
5.750000000000000666e-01,7.981809622493535317e-01,7.981880494102914225e-01,-7.087160937890857326e-06
5.812500000000000444e-01,7.942647735296590739e-01,7.942718259182069973e-01,-7.052388547923449380e-06
5.875000000000000222e-01,7.900423806202477861e-01,7.900493955175755811e-01,-7.014897327795033277e-06
5.937500000000000000e-01,7.855154113339630761e-01,7.855223860356944643e-01,-6.974701731388144310e-06
6.000000000000000888e-01,7.806856109036396374e-01,7.806925427208941670e-01,-6.931817254529626382e-06
6.062500000000000666e-01,7.755548413092828719e-01,7.755617275697131996e-01,-6.886260430327695303e-06
6.125000000000000444e-01,7.701250805602399829e-01,7.701319186090613833e-01,-6.838048821400377619e-06
6.187500000000000222e-01,7.643984219326400709e-01,7.644052091336547283e-01,-6.787201014657462395e-06
6.250000000000000000e-01,7.583770731623957762e-01,7.583838068990085279e-01,-6.733736612751783923e-06
6.312500000000000888e-01,7.520633555940798853e-01,7.520700332703069702e-01,-6.677676227084816674e-06
6.375000000000000666e-01,7.454597032860019734e-01,7.454663223274721195e-01,-6.619041470146136419e-06
6.437500000000000444e-01,7.385686620718330264e-01,7.385752199267798801e-01,-6.557854946853680644e-06
6.500000000000000222e-01,7.313928885791382006e-01,7.313993827193837616e-01,-6.494140245560942049e-06
6.562500000000000000e-01,7.239351492051959713e-01,7.239415771271254796e-01,-6.427921929508251253e-06
6.625000000000000888e-01,7.161983190504994656e-01,7.162046782760267405e-01,-6.359225527274858791e-06
6.687500000000000666e-01,7.081853808103507619e-01,7.081916688878732158e-01,-6.288077522453860979e-06
6.750000000000000444e-01,6.998994236249745926e-01,6.999056381303189189e-01,-6.214505344326326508e-06
6.812500000000000222e-01,6.913436418885964274e-01,6.913497804259521873e-01,-6.138537355759865477e-06
6.875000000000000000e-01,6.825213340179422383e-01,6.825273942207865652e-01,-6.060202844326845195e-06
6.937500000000000888e-01,6.734359011806364537e-01,6.734418807126457684e-01,-5.979532009314780794e-06
7.000000000000000666e-01,6.640908459839872657e-01,6.640967425399382229e-01,-5.896555950957171888e-06
7.062500000000000444e-01,6.544897711246638883e-01,6.544955824313218873e-01,-5.811306657999004699e-06
7.125000000000000222e-01,6.446363779997896781e-01,6.446421018167851624e-01,-5.723816995484298786e-06
7.187500000000000000e-01,6.345344652799820295e-01,6.345400994006750173e-01,-5.634120692987742984e-06
7.250000000000000888e-01,6.241879274448931536e-01,6.241934696972223362e-01,-5.542252329182595361e-06
7.312500000000000666e-01,6.136007532818138488e-01,6.136062015291360305e-01,-5.448247322181742902e-06
7.375000000000000444e-01,6.027770243479201318e-01,6.027823764898317949e-01,-5.352141911663110818e-06
7.437500000000000222e-01,5.917209133967550327e-01,5.917261673699039104e-01,-5.253973148877655319e-06
7.500000000000000000e-01,5.804366827695529585e-01,5.804418365484321773e-01,-5.153778879218862130e-06
7.562500000000000888e-01,5.689286827520256828e-01,5.689337343497553601e-01,-5.051597729677226312e-06
7.625000000000000666e-01,5.572013498972450130e-01,5.572062973663380880e-01,-4.947469093075085311e-06
7.687500000000000444e-01,5.452592053152662821e-01,5.452640467483792497e-01,-4.841433112967585828e-06
7.750000000000000222e-01,5.331068529301550285e-01,5.331115864608235722e-01,-4.733530668543650677e-06
7.812500000000000000e-01,5.207489777050863244e-01,5.207536015084438530e-01,-4.623803357528544211e-06
7.875000000000000888e-01,5.081903438362023184e-01,5.081948561296846245e-01,-4.512293482306084513e-06
7.937500000000000666e-01,4.954357929159238783e-01,4.954401919599560333e-01,-4.399044032155075001e-06
8.000000000000000444e-01,4.824902420664249347e-01,4.824945261650920303e-01,-4.284098667095559421e-06
8.062500000000000222e-01,4.693586820439876739e-01,4.693628495456877991e-01,-4.167501700125253450e-06
8.125000000000000000e-01,4.560461753149715469e-01,4.560502246130535009e-01,-4.049298081953978112e-06
8.187500000000000888e-01,4.425578541041355618e-01,4.425617836375178027e-01,-3.929533382240890660e-06
8.250000000000000666e-01,4.288989184160685864e-01,4.289027266698414720e-01,-3.808253772885628052e-06
8.312500000000000444e-01,4.150746340304879989e-01,4.150783195364969314e-01,-3.685506008932470934e-06
8.375000000000000222e-01,4.010903304721817886e-01,4.010938918095940942e-01,-3.561337412305576322e-06
8.437500000000000000e-01,3.869513989563750922e-01,3.869548347522276943e-01,-3.435795852602119282e-06
8.500000000000000888e-01,3.726632903103140326e-01,3.726665992400415295e-01,-3.308929727496856543e-06
8.562500000000000666e-01,3.582315128718683295e-01,3.582346936598159726e-01,-3.180787947643093361e-06
8.625000000000000444e-01,3.436616303659618676e-01,3.436646817858750591e-01,-3.051419913191466549e-06
8.687500000000000222e-01,3.289592597596511792e-01,3.289621806351497590e-01,-2.920875498579889040e-06
8.750000000000000000e-01,3.141300690966772891e-01,3.141328583017078402e-01,-2.789205030551134001e-06
8.812500000000000888e-01,2.991797753123273673e-01,2.991824317715982562e-01,-2.656459270888866797e-06
8.875000000000000666e-01,2.841141420294471809e-01,2.841166647188427818e-01,-2.522689395600963280e-06
8.937500000000000444e-01,2.689389773364546654e-01,2.689413652834302115e-01,-2.387946975546118011e-06
9.000000000000000222e-01,2.536601315482114871e-01,2.536623838321682700e-01,-2.252283956782896723e-06
9.062500000000000000e-01,2.382834949506150712e-01,2.382856107032544912e-01,-2.115752639419987702e-06
9.125000000000000888e-01,2.228149955297815399e-01,2.228169739354405876e-01,-1.978405659047721699e-06
9.187500000000000666e-01,2.072605966866938876e-01,2.072624369826595314e-01,-1.840295965643834464e-06
9.250000000000000444e-01,1.916262949381977165e-01,1.916279964150012227e-01,-1.701476803506185576e-06
9.312500000000000222e-01,1.759181176052295459e-01,1.759196796069188162e-01,-1.562001689270342553e-06
9.375000000000000000e-01,1.601421204891701200e-01,1.601435424135641550e-01,-1.421924394034990158e-06
9.437500000000000888e-01,1.443043855372174722e-01,1.443056668361366313e-01,-1.281298919159068461e-06
9.500000000000000666e-01,1.284110184976806623e-01,1.284121586771605206e-01,-1.140179479858227651e-06
9.562500000000000444e-01,1.124681465660974933e-01,1.124691451865768299e-01,-9.986204793366315613e-07
9.625000000000000222e-01,9.648191602308404946e-02,9.648277269957564184e-02,-8.566764915923785750e-07
9.687500000000000000e-01,8.045848986482646847e-02,8.045920426706558437e-02,-7.144022391158966201e-07
9.750000000000000888e-01,6.440404542712863112e-02,6.440461727969888639e-02,-5.718525702552712531e-07
9.812500000000000666e-01,4.832477200393157230e-02,4.832520108637363560e-02,-4.290824420632999292e-07
9.875000000000000444e-01,3.222686846122290588e-02,3.222715460811696742e-02,-2.861468940615341516e-07
9.937500000000000222e-01,1.611654084725595154e-02,1.611668394828729908e-02,-1.431010313475422624e-07
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
