x_m,y_m,pressure_Pa,permeability_m2,velocity_x_m_s,velocity_y_m_s
8.333333333333333868e-04,6.250000000000000130e-04,9.916666666666640140e+01,1.000000000000000036e-10,1.000000000000318126e-04,0.000000000000000000e+00
2.500000000000000052e-03,6.250000000000000130e-04,9.749999999999920419e+01,1.000000000000000036e-10,1.000000000000309452e-04,0.000000000000000000e+00
4.166666666666666609e-03,6.250000000000000130e-04,9.583333333333203541e+01,1.000000000000000036e-10,1.000000000000309452e-04,1.136868377216160005e-18
5.833333333333333599e-03,6.250000000000000130e-04,9.416666666666483820e+01,1.000000000000000036e-10,1.000000000000296713e-04,5.684341886080800026e-19
7.500000000000000590e-03,6.250000000000000130e-04,9.249999999999771205e+01,1.000000000000000036e-10,1.000000000000288175e-04,1.136868377216160005e-18
9.166666666666666713e-03,6.250000000000000130e-04,9.083333333333054327e+01,1.000000000000000036e-10,1.000000000000271234e-04,-5.684341886080800026e-19
1.083333333333333370e-02,6.250000000000000130e-04,8.916666666666347396e+01,1.000000000000000036e-10,1.000000000000245620e-04,5.684341886080800026e-19
1.250000000000000069e-02,6.250000000000000130e-04,8.749999999999639044e+01,1.000000000000000036e-10,1.000000000000245620e-04,5.684341886080800026e-19
1.416666666666666768e-02,6.250000000000000130e-04,8.583333333332932114e+01,1.000000000000000036e-10,1.000000000000232745e-04,-5.684341886080800026e-19
1.583333333333333467e-02,6.250000000000000130e-04,8.416666666666228025e+01,1.000000000000000036e-10,1.000000000000224207e-04,0.000000000000000000e+00
1.750000000000000167e-02,6.250000000000000130e-04,8.249999999999523936e+01,1.000000000000000036e-10,1.000000000000220005e-04,1.136868377216160005e-18
1.916666666666666866e-02,6.250000000000000130e-04,8.083333333332821269e+01,1.000000000000000036e-10,1.000000000000211603e-04,1.136868377216160005e-18
2.083333333333333565e-02,6.250000000000000130e-04,7.916666666666120022e+01,1.000000000000000036e-10,1.000000000000194527e-04,5.684341886080800026e-19
2.250000000000000264e-02,6.250000000000000130e-04,7.749999999999423039e+01,1.000000000000000036e-10,1.000000000000177451e-04,0.000000000000000000e+00
2.416666666666666963e-02,6.250000000000000130e-04,7.583333333332727477e+01,1.000000000000000036e-10,1.000000000000185853e-04,1.705302565824240104e-18
2.583333333333333662e-02,6.250000000000000130e-04,7.416666666666027652e+01,1.000000000000000036e-10,1.000000000000177451e-04,0.000000000000000000e+00
2.750000000000000014e-02,6.250000000000000130e-04,7.249999999999334932e+01,1.000000000000000036e-10,1.000000000000156173e-04,5.684341886080800026e-19
2.916666666666666713e-02,6.250000000000000130e-04,7.083333333332642212e+01,1.000000000000000036e-10,1.000000000000143298e-04,5.684341886080800026e-19
3.083333333333333412e-02,6.250000000000000130e-04,6.916666666665953755e+01,1.000000000000000036e-10,1.000000000000126222e-04,0.000000000000000000e+00
3.250000000000000111e-02,6.250000000000000130e-04,6.749999999999266720e+01,1.000000000000000036e-10,1.000000000000104944e-04,0.000000000000000000e+00
3.416666666666667157e-02,6.250000000000000130e-04,6.583333333332585369e+01,1.000000000000000036e-10,1.000000000000062254e-04,-5.684341886080800026e-19
3.583333333333333509e-02,6.250000000000000130e-04,6.416666666665912544e+01,1.000000000000000036e-10,1.000000000000038808e-04,5.684341886080800026e-19
3.750000000000000555e-02,6.250000000000000130e-04,6.249999999999239009e+01,1.000000000000000036e-10,1.000000000000032438e-04,2.842170943040400013e-19
3.916666666666666907e-02,6.250000000000000130e-04,6.083333333332568316e+01,1.000000000000000036e-10,1.000000000000017531e-04,-2.842170943040400013e-19
4.083333333333333259e-02,6.250000000000000130e-04,5.916666666665899754e+01,1.000000000000000036e-10,1.000000000000006824e-04,5.684341886080800026e-19
4.250000000000000305e-02,6.250000000000000130e-04,5.749999999999232614e+01,1.000000000000000036e-10,9.999999999999982861e-05,8.526512829121200521e-19
4.416666666666666657e-02,6.250000000000000130e-04,5.583333333332566895e+01,1.000000000000000036e-10,9.999999999999940848e-05,1.136868377216160005e-18
4.583333333333333703e-02,6.250000000000000130e-04,5.416666666665901175e+01,1.000000000000000036e-10,9.999999999999877151e-05,5.684341886080800026e-19
4.750000000000000056e-02,6.250000000000000130e-04,5.249999999999237588e+01,1.000000000000000036e-10,9.999999999999768731e-05,0.000000000000000000e+00
4.916666666666667102e-02,6.250000000000000130e-04,5.083333333332575421e+01,1.000000000000000036e-10,9.999999999999619653e-05,0.000000000000000000e+00
5.083333333333333454e-02,6.250000000000000130e-04,4.916666666665916807e+01,1.000000000000000036e-10,9.999999999999513943e-05,5.684341886080800026e-19
5.250000000000000500e-02,6.250000000000000130e-04,4.749999999999258193e+01,1.000000000000000036e-10,9.999999999999450247e-05,5.684341886080800026e-19
5.416666666666666852e-02,6.250000000000000130e-04,4.583333333332601711e+01,1.000000000000000036e-10,9.999999999999343182e-05,8.526512829121200521e-19
5.583333333333333898e-02,6.250000000000000130e-04,4.416666666665946650e+01,1.000000000000000036e-10,9.999999999999237472e-05,2.842170943040400013e-19
5.750000000000000250e-02,6.250000000000000130e-04,4.249999999999293721e+01,1.000000000000000036e-10,9.999999999999131762e-05,8.526512829121200521e-19
5.916666666666667296e-02,6.250000000000000130e-04,4.083333333332642212e+01,1.000000000000000036e-10,9.999999999999045026e-05,8.526512829121200521e-19
6.083333333333333648e-02,6.250000000000000130e-04,3.916666666665992125e+01,1.000000000000000036e-10,9.999999999998981329e-05,8.526512829121200521e-19
6.250000000000000000e-02,6.250000000000000130e-04,3.749999999999342748e+01,1.000000000000000036e-10,9.999999999998874264e-05,5.684341886080800026e-19
6.416666666666667740e-02,6.250000000000000130e-04,3.583333333332696213e+01,1.000000000000000036e-10,9.999999999998746870e-05,5.684341886080800026e-19
6.583333333333334092e-02,6.250000000000000130e-04,3.416666666666051100e+01,1.000000000000000036e-10,9.999999999998661490e-05,8.526512829121200521e-19
6.750000000000000444e-02,6.250000000000000130e-04,3.249999999999407407e+01,1.000000000000000036e-10,9.999999999998661490e-05,1.136868377216160005e-18
6.916666666666666796e-02,6.250000000000000130e-04,3.083333333332762294e+01,1.000000000000000036e-10,9.999999999998650648e-05,7.105427357601000273e-19
