x_m,y_m,temperature_K,conductivity_W_mK,velocity_m_s,fluid_mask
1.187500000000000014e-02,3.874999999999999972e-03,2.937973428324543193e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
1.312499999999999951e-02,3.874999999999999972e-03,2.939761301386839705e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
1.437500000000000062e-02,3.874999999999999972e-03,2.941747992310488939e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
1.562500000000000000e-02,3.874999999999999972e-03,2.943916269497727853e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
1.687500000000000111e-02,3.874999999999999972e-03,2.946248401656968099e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
1.812499999999999875e-02,3.874999999999999972e-03,2.948726885499919490e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
1.937499999999999986e-02,3.874999999999999972e-03,2.951334915318315666e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
2.062500000000000097e-02,3.874999999999999972e-03,2.954056663363820689e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
2.187500000000000208e-02,3.874999999999999972e-03,2.956877427121737583e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
2.312499999999999972e-02,3.874999999999999972e-03,2.959783686264362927e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
2.437500000000000083e-02,3.874999999999999972e-03,2.962763100517156545e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
2.562500000000000194e-02,3.874999999999999972e-03,2.965804470510989290e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
2.687499999999999958e-02,3.874999999999999972e-03,2.968897676822538187e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
2.812500000000000069e-02,3.874999999999999972e-03,2.972033607438565355e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
2.937500000000000180e-02,3.874999999999999972e-03,2.975204080383585961e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
3.062499999999999944e-02,3.874999999999999972e-03,2.978401765837382413e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
3.187500000000000056e-02,3.874999999999999972e-03,2.981620110428839325e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
3.312500000000000167e-02,3.874999999999999972e-03,2.984853265293075992e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
3.437500000000000278e-02,3.874999999999999972e-03,2.988096018750999292e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
3.562500000000000389e-02,3.874999999999999972e-03,2.991343733995436764e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
3.687499999999999806e-02,3.874999999999999972e-03,2.994592291863648370e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
3.812499999999999917e-02,3.874999999999999972e-03,2.997838038585962295e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
3.937500000000000028e-02,3.874999999999999972e-03,3.001077738286272165e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
4.062500000000000139e-02,3.874999999999999972e-03,3.004308529946499675e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
4.187500000000000250e-02,3.874999999999999972e-03,3.007527888516393659e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
4.312500000000000361e-02,3.874999999999999972e-03,3.010733589840646687e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
4.437499999999999778e-02,3.874999999999999972e-03,3.013923679079479143e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
4.562499999999999889e-02,3.874999999999999972e-03,3.017096442311251963e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
4.687500000000000000e-02,3.874999999999999972e-03,3.020250381022962642e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
4.812500000000000111e-02,3.874999999999999972e-03,3.023384189214264666e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
4.937500000000000222e-02,3.874999999999999972e-03,3.026496732861456280e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
5.062500000000000333e-02,3.874999999999999972e-03,3.029587031508682458e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
5.187500000000000444e-02,3.874999999999999972e-03,3.032654241773844888e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
5.312499999999999861e-02,3.874999999999999972e-03,3.035697642575933060e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
5.437499999999999972e-02,3.874999999999999972e-03,3.038716621908550337e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
5.562500000000000083e-02,3.874999999999999972e-03,3.041710665001190819e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
5.687500000000000194e-02,3.874999999999999972e-03,3.044679343725238141e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
5.812500000000000305e-02,3.874999999999999972e-03,3.047622307115881313e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
5.937500000000000416e-02,3.874999999999999972e-03,3.050539272893928455e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
6.062499999999999833e-02,3.874999999999999972e-03,3.053430019883374484e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
6.187499999999999944e-02,3.874999999999999972e-03,3.056294381231051602e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
6.312500000000000056e-02,3.874999999999999972e-03,3.059132238344413395e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
6.437500000000000167e-02,3.874999999999999972e-03,3.061943515472087256e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
6.562500000000000278e-02,3.874999999999999972e-03,3.064728174859654359e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
6.687500000000000389e-02,3.874999999999999972e-03,3.067486212420155880e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
6.812500000000000500e-02,3.874999999999999972e-03,3.070217653865105376e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
