x_m,y_m,temperature_K,conductivity_W_mK,velocity_m_s,fluid_mask
1.874999999999999931e-02,3.750000000000000078e-04,3.327584814832592883e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.125000000000000153e-02,3.750000000000000078e-04,3.327760727284386348e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.375000000000000028e-02,3.750000000000000078e-04,3.327911407210582411e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.624999999999999903e-02,3.750000000000000078e-04,3.328042968547417786e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.875000000000000125e-02,3.750000000000000078e-04,3.328159682661363377e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.125000000000000000e-02,3.750000000000000078e-04,3.328264640714044162e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.375000000000000222e-02,3.750000000000000078e-04,3.328360141879402931e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.624999999999999750e-02,3.750000000000000078e-04,3.328447933155246119e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.874999999999999972e-02,3.750000000000000078e-04,3.328529364280382197e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.125000000000000194e-02,3.750000000000000078e-04,3.328605491768433922e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.375000000000000416e-02,3.750000000000000078e-04,3.328677151169872559e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.624999999999999944e-02,3.750000000000000078e-04,3.328745008751297405e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.875000000000000167e-02,3.750000000000000078e-04,3.328809599384642297e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.125000000000000389e-02,3.750000000000000078e-04,3.328871354909654201e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.374999999999999917e-02,3.750000000000000078e-04,3.328930625730342854e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.625000000000000139e-02,3.750000000000000078e-04,3.328987697487210653e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.875000000000000361e-02,3.750000000000000078e-04,3.329042804069284216e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.124999999999999889e-02,3.750000000000000078e-04,3.329096137856596442e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.375000000000000111e-02,3.750000000000000078e-04,3.329147857836171056e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.625000000000000333e-02,3.750000000000000078e-04,3.329198096065849768e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.875000000000000555e-02,3.750000000000000078e-04,3.329246962842294124e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.125000000000000777e-02,3.750000000000000078e-04,3.329294550845339700e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.374999999999999611e-02,3.750000000000000078e-04,3.329340938468926083e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.624999999999999833e-02,3.750000000000000078e-04,3.329386192502980180e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.875000000000000056e-02,3.750000000000000078e-04,3.329430370295608554e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.125000000000000278e-02,3.750000000000000078e-04,3.329473521498217110e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.375000000000000500e-02,3.750000000000000078e-04,3.329515689475064733e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
