x,numerical,analytical
3.125000000000000173e-03,5.634230927682134515e-01,5.634619034345890176e-01
9.375000000000001388e-03,5.696979225852106810e-01,5.697415394058420457e-01
1.562500000000000000e-02,5.766362470166648269e-01,5.766846027375758243e-01
2.187500000000000208e-02,5.842273676692022466e-01,5.842803877293761827e-01
2.812500000000000069e-02,5.924595795849924018e-01,5.925171822313394232e-01
3.437500000000000278e-02,6.013201892899434631e-01,6.013822857033579439e-01
4.062500000000000139e-02,6.107955343661202186e-01,6.108620287984338759e-01
4.687500000000000000e-02,6.208710045182020965e-01,6.209417944398196720e-01
5.312500000000000555e-02,6.315310641014991733e-01,6.316060403594923045e-01
5.937500000000000416e-02,6.427592760767903979e-01,6.428383230632039869e-01
6.562500000000000278e-02,6.545383273550472447e-01,6.546213231851573111e-01
7.187500000000000833e-02,6.668500554929608359e-01,6.669368721932134036e-01
7.812500000000000000e-02,6.796754766981147888e-01,6.797659804034503761e-01
8.437500000000000555e-02,6.929948151006155577e-01,6.930888662608805095e-01
9.062500000000001110e-02,7.067875332460513693e-01,7.068849868411736237e-01
9.687500000000000278e-02,7.210323637627583659e-01,7.211330695263576951e-01
1.031250000000000083e-01,7.357073421545655689e-01,7.358111448056537940e-01
1.093750000000000000e-01,7.507898406684565540e-01,7.508965801508693527e-01
1.156250000000000056e-01,7.662566031849240566e-01,7.663661149141163254e-01
1.218750000000000111e-01,7.820837810772209853e-01,7.821958961940438382e-01
1.281250000000000167e-01,7.982469699842142941e-01,7.983615156152837899e-01
1.343749999999999944e-01,8.147212474401405169e-01,8.148380469643959900e-01
1.406250000000000000e-01,8.314812113032421514e-01,8.316000846242831424e-01
1.468750000000000056e-01,8.485010189240287382e-01,8.486217827478103048e-01
1.531250000000000111e-01,8.657544269927693881e-01,8.658768951102282507e-01
1.593750000000000167e-01,8.832148320047737977e-01,8.833388155789496654e-01
1.656250000000000222e-01,9.008553112810691044e-01,9.009806191382769835e-01
1.718750000000000000e-01,9.186486644812186242e-01,9.187751034058251332e-01
1.781250000000000056e-01,9.365674555442756732e-01,9.366948305766237270e-01
1.843750000000000111e-01,9.545840549932008701e-01,9.547121697302228815e-01
1.906250000000000167e-01,9.726706825375132093e-01,9.727993394355706203e-01
1.968750000000000222e-01,9.907994499084841200e-01,9.909284505879654148e-01
2.031250000000000000e-01,1.008942403860827230e+00,1.009071549412034585e+00
2.093750000000000056e-01,1.027071569274575102e+00,1.027200660564429491e+00
2.156250000000000111e-01,1.045158992290688094e+00,1.045287830269777229e+00
2.218750000000000167e-01,1.063176783413877891e+00,1.063305169423376384e+00
